record_id,timestamp,plant,production_line,machine_id,electricity_kWh,gas_m3,compressed_air_m3,water_liters,steam_kg,peak_demand_kW,power_factor,reactive_power_kVAR,carbon_kg_CO2e,energy_intensity_kWh_unit,tariff_rate_USD_kWh,energy_cost_USD,shift,operating_mode
ENG-001602,2024-03-07 17:00:17,Plant-C,LINE-3,MCH-026,115.203,16.468,58.31,559.1,195.13,170.85,0.9607,32.8,69.264,0.932,0.13,12.3,Night,Production
ENG-001603,2024-03-07 18:00:15,Plant-C,LINE-5,MCH-018,138.225,19.364,85.24,442.3,169.69,159.88,0.9859,35.29,50.058,0.9031,0.08,8.51,Morning,Standby
ENG-001604,2024-03-07 19:00:00,Plant-B,LINE-6,MCH-023,172.924,20.498,83.84,678.9,195.41,211.23,0.896,36.97,58.902,1.1937,0.08,11.05,Night,Idle
ENG-001605,2024-03-07 20:00:16,Plant-B,LINE-9,MCH-012,197.753,19.623,64.41,588.4,307.15,167.85,0.8931,30.19,60.697,0.885,0.16,7.18,Night,Maintenance
ENG-001606,2024-03-07 21:00:00,Plant-B,LINE-9,MCH-042,143.13,19.365,60.96,525.5,256.83,261.27,1.0,30.65,61.2,1.0631,0.13,20.48,Morning,Production
ENG-001607,2024-03-07 22:00:27,Plant-B,LINE-2,MCH-028,149.949,13.663,87.46,256.4,217.54,163.43,0.9051,25.95,59.592,1.1576,0.13,23.65,Afternoon,Idle
ENG-001608,2024-03-07 23:00:25,Plant-A,LINE-6,MCH-021,79.67,8.289,60.99,497.4,105.57,205.71,0.9348,24.29,24.787,0.6692,0.16,10.66,Night,Standby
ENG-001609,2024-03-08 00:00:22,Plant-B,LINE-10,MCH-035,127.158,12.82,65.39,377.6,199.34,187.65,0.8602,15.34,59.058,0.8104,0.08,12.61,Night,Idle
ENG-001610,2024-03-08 01:00:27,Plant-B,LINE-9,MCH-044,117.388,16.257,74.54,293.0,211.27,123.0,0.9291,35.98,81.126,0.6125,0.16,15.85,Night,Standby
ENG-001611,2024-03-08 02:00:10,Plant-A,LINE-4,MCH-033,133.654,15.827,89.61,606.0,166.09,236.76,0.9407,29.55,41.531,0.3956,0.13,8.96,Morning,Production
ENG-001612,2024-03-08 03:00:07,Plant-A,LINE-6,MCH-029,82.408,13.287,74.91,489.0,232.02,229.66,0.9565,25.01,31.417,1.2368,0.1,15.45,Afternoon,Standby
ENG-001613,2024-03-08 04:00:16,Plant-A,LINE-2,MCH-033,125.895,10.161,96.98,495.9,118.85,249.77,1.0,41.88,48.745,0.958,0.16,9.52,Morning,Production
ENG-001614,2024-03-08 05:00:05,Plant-A,LINE-7,MCH-021,138.25,18.332,97.43,481.0,253.71,174.67,0.9344,23.58,80.16,1.1121,0.1,13.73,Morning,Maintenance
ENG-001615,2024-03-08 06:00:17,Plant-C,LINE-2,MCH-022,90.728,14.091,56.81,698.9,123.6,189.67,0.8692,44.37,48.745,1.397,0.13,9.12,Afternoon,Maintenance
ENG-001616,2024-03-08 07:00:29,Plant-C,LINE-1,MCH-032,85.146,18.661,62.42,504.4,154.32,149.22,0.86,27.88,80.43,0.7322,0.08,18.28,Afternoon,Standby
ENG-001617,2024-03-08 08:00:18,Plant-B,LINE-1,MCH-049,107.702,19.368,112.55,535.6,233.6,178.66,0.9057,36.26,69.914,0.7903,0.08,12.22,Morning,Maintenance
ENG-001618,2024-03-08 09:00:17,Plant-A,LINE-2,MCH-022,81.114,21.019,88.17,476.8,131.69,189.72,0.9233,28.92,67.157,1.1633,0.1,12.75,Morning,Production
ENG-001619,2024-03-08 10:00:23,Plant-C,LINE-7,MCH-030,101.472,9.439,56.24,473.9,155.73,233.4,0.8689,45.53,69.97,0.9311,0.13,14.31,Afternoon,Production
ENG-001620,2024-03-08 11:00:02,Plant-C,LINE-5,MCH-015,100.477,9.035,64.97,264.6,150.4,127.33,0.9122,20.55,71.492,0.5645,0.13,20.05,Afternoon,Standby
ENG-001621,2024-03-08 12:00:25,Plant-C,LINE-7,MCH-010,118.898,10.534,64.22,372.0,224.64,87.29,0.9461,47.2,57.629,0.6151,0.16,23.93,Morning,Maintenance
ENG-001622,2024-03-08 13:00:05,Plant-C,LINE-6,MCH-008,140.137,15.079,98.38,622.5,258.37,122.45,1.0,43.13,65.849,1.0253,0.1,13.59,Morning,Production
ENG-001623,2024-03-08 14:00:22,Plant-B,LINE-3,MCH-018,116.222,14.525,93.5,296.4,210.9,218.74,0.9018,26.13,60.591,0.7075,0.13,10.84,Night,Production
ENG-001624,2024-03-08 15:00:04,Plant-C,LINE-1,MCH-002,126.223,12.904,108.79,519.4,252.19,150.63,0.9374,31.55,44.83,0.9923,0.16,10.75,Afternoon,Standby
ENG-001625,2024-03-08 16:00:20,Plant-C,LINE-9,MCH-049,101.009,6.517,62.52,420.5,264.28,178.63,0.8975,31.42,91.299,0.6497,0.16,11.18,Morning,Idle
ENG-001626,2024-03-08 17:00:25,Plant-B,LINE-3,MCH-044,97.806,18.801,102.87,588.8,153.81,257.25,0.9075,20.08,39.681,0.7681,0.08,14.05,Afternoon,Standby
ENG-001627,2024-03-08 18:00:24,Plant-A,LINE-7,MCH-039,148.573,18.293,76.94,349.7,198.63,237.93,0.9229,27.37,60.227,1.0752,0.08,20.72,Morning,Standby
ENG-001628,2024-03-08 19:00:07,Plant-C,LINE-1,MCH-017,170.435,14.533,71.56,433.6,237.76,162.36,0.9077,21.98,53.709,1.2954,0.16,10.15,Morning,Production
ENG-001629,2024-03-08 20:00:21,Plant-B,LINE-8,MCH-050,132.182,15.166,97.25,459.4,140.64,226.19,0.9231,56.9,82.072,0.8628,0.1,11.29,Afternoon,Production
ENG-001630,2024-03-08 21:00:27,Plant-C,LINE-9,MCH-035,130.501,15.511,85.98,592.0,267.42,277.64,0.9813,34.21,35.607,0.847,0.1,26.29,Morning,Production
ENG-001631,2024-03-08 22:00:19,Plant-B,LINE-8,MCH-008,93.367,18.463,58.16,456.5,279.26,168.32,0.8533,33.93,83.966,0.748,0.08,10.7,Morning,Production
ENG-001632,2024-03-08 23:00:12,Plant-B,LINE-8,MCH-016,91.145,10.721,92.44,293.2,200.39,155.35,0.9596,14.73,45.224,0.8236,0.1,14.03,Morning,Production
ENG-001633,2024-03-09 00:00:25,Plant-B,LINE-6,MCH-010,121.114,14.349,69.59,487.6,92.25,173.52,0.8681,25.45,71.953,0.8192,0.13,16.83,Night,Maintenance
ENG-001634,2024-03-09 01:00:26,Plant-A,LINE-3,MCH-014,126.275,15.79,96.17,512.4,196.12,198.37,0.8401,35.48,43.903,0.9802,0.1,8.16,Morning,Production
ENG-001635,2024-03-09 02:00:10,Plant-B,LINE-3,MCH-042,145.539,20.132,86.15,493.3,265.82,221.65,0.9098,46.15,51.37,1.0069,0.08,18.42,Afternoon,Production
ENG-001636,2024-03-09 03:00:14,Plant-C,LINE-6,MCH-042,118.415,18.311,68.69,419.0,171.43,183.47,0.9159,20.77,31.507,0.704,0.08,9.74,Night,Production
ENG-001637,2024-03-09 04:00:22,Plant-B,LINE-9,MCH-044,104.502,19.357,82.88,495.5,202.71,154.49,0.9075,43.98,68.615,0.5854,0.16,8.74,Morning,Production
ENG-001638,2024-03-09 05:00:23,Plant-B,LINE-3,MCH-049,90.031,14.313,83.88,678.0,150.04,184.17,0.888,10.88,96.972,0.8399,0.16,13.35,Night,Maintenance
ENG-001639,2024-03-09 06:00:11,Plant-B,LINE-3,MCH-027,46.703,20.575,74.27,523.2,182.7,154.76,0.8644,38.86,45.342,1.0731,0.13,18.43,Afternoon,Production
ENG-001640,2024-03-09 07:00:27,Plant-A,LINE-6,MCH-003,143.158,20.012,60.13,559.5,208.1,140.2,0.8735,38.23,74.482,0.8523,0.08,11.42,Night,Production
ENG-001641,2024-03-09 08:00:06,Plant-C,LINE-3,MCH-017,90.261,10.987,90.08,448.1,174.2,170.02,0.8703,28.21,50.821,0.8074,0.1,14.95,Afternoon,Idle
ENG-001642,2024-03-09 09:00:24,Plant-B,LINE-8,MCH-050,116.332,6.743,92.21,503.5,161.97,156.75,0.9797,45.46,35.409,0.8686,0.13,18.49,Night,Production
ENG-001643,2024-03-09 10:00:20,Plant-A,LINE-3,MCH-023,116.963,17.263,74.33,587.8,175.36,225.33,0.8958,28.79,27.146,1.0093,0.1,10.0,Night,Production
ENG-001644,2024-03-09 11:00:15,Plant-A,LINE-8,MCH-017,121.851,19.612,50.6,545.1,166.89,117.28,0.984,19.66,71.115,1.0166,0.08,13.71,Afternoon,Production
ENG-001645,2024-03-09 12:00:25,Plant-B,LINE-1,MCH-024,153.172,12.94,81.15,379.5,179.69,141.24,0.9565,35.2,79.359,0.6397,0.13,20.51,Morning,Production
ENG-001646,2024-03-09 13:00:24,Plant-C,LINE-7,MCH-001,84.386,8.673,61.86,364.6,145.69,169.35,0.9574,20.84,28.212,0.7453,0.16,9.75,Morning,Production
ENG-001647,2024-03-09 14:00:12,Plant-C,LINE-7,MCH-018,104.959,22.958,71.46,567.7,186.61,222.72,0.8817,31.93,43.173,1.0557,0.13,9.51,Night,Production
ENG-001648,2024-03-09 15:00:08,Plant-A,LINE-6,MCH-037,122.754,12.15,54.9,464.7,212.46,135.79,0.9557,29.3,55.718,0.8592,0.1,13.37,Morning,Production
ENG-001649,2024-03-09 16:00:25,Plant-B,LINE-9,MCH-008,97.056,23.801,73.66,588.5,234.32,247.11,0.9503,29.91,59.14,0.8797,0.1,5.22,Afternoon,Production
ENG-001650,2024-03-09 17:00:09,Plant-B,LINE-4,MCH-010,116.302,6.71,96.88,739.6,203.59,79.45,0.9271,30.35,31.35,0.8014,0.13,12.56,Night,Standby
ENG-001651,2024-03-09 18:00:10,Plant-A,LINE-7,MCH-003,132.532,19.095,68.77,279.5,251.35,213.46,0.8506,42.11,62.575,1.0675,0.1,12.2,Afternoon,Production
ENG-001652,2024-03-09 19:00:03,Plant-C,LINE-1,MCH-011,132.944,23.848,90.67,427.9,204.47,92.44,0.9551,16.4,88.551,0.7351,0.13,12.36,Morning,Maintenance
ENG-001653,2024-03-09 20:00:05,Plant-A,LINE-5,MCH-009,108.231,15.036,84.67,522.2,247.75,233.56,0.9273,24.19,57.932,1.0107,0.08,8.84,Night,Production
ENG-001654,2024-03-09 21:00:20,Plant-B,LINE-8,MCH-030,121.631,19.806,116.14,255.6,155.44,193.42,0.8876,43.46,76.011,0.7116,0.1,8.85,Morning,Idle
ENG-001655,2024-03-09 22:00:10,Plant-C,LINE-3,MCH-006,112.912,22.746,83.27,427.6,212.63,230.56,0.9294,39.56,12.146,1.0001,0.1,10.65,Morning,Standby
ENG-001656,2024-03-09 23:00:29,Plant-A,LINE-7,MCH-036,106.225,16.651,95.54,817.5,224.69,136.44,0.9657,31.24,73.593,0.7543,0.1,9.65,Night,Production
ENG-001657,2024-03-10 00:00:12,Plant-A,LINE-10,MCH-006,93.266,13.242,111.52,668.9,213.5,171.51,0.9117,25.78,51.084,1.089,0.1,8.93,Morning,Maintenance
ENG-001658,2024-03-10 01:00:04,Plant-B,LINE-3,MCH-028,103.411,14.0,115.73,411.5,154.05,236.81,0.9631,38.16,46.417,0.5517,0.08,4.51,Night,Production
ENG-001659,2024-03-10 02:00:30,Plant-A,LINE-9,MCH-016,118.648,4.166,98.16,508.9,263.84,182.65,0.8349,36.56,49.748,0.912,0.16,15.63,Night,Production
ENG-001660,2024-03-10 03:00:05,Plant-A,LINE-8,MCH-028,119.911,6.922,77.24,334.6,171.63,223.26,0.8725,39.92,75.253,0.9672,0.08,24.47,Morning,Production
ENG-001661,2024-03-10 04:00:04,Plant-B,LINE-8,MCH-010,165.239,18.118,54.67,393.6,242.5,188.54,0.9678,43.57,58.673,0.6615,0.08,14.12,Morning,Standby
ENG-001662,2024-03-10 05:00:00,Plant-B,LINE-3,MCH-046,161.665,9.828,70.76,598.0,61.35,184.22,0.9157,33.9,46.264,0.9642,0.1,22.5,Night,Production
ENG-001663,2024-03-10 06:00:17,Plant-A,LINE-10,MCH-030,107.314,23.895,105.34,454.5,223.12,138.78,0.9968,35.24,77.302,0.6656,0.16,16.66,Afternoon,Production
ENG-001664,2024-03-10 07:00:30,Plant-B,LINE-10,MCH-041,135.412,19.66,67.75,517.0,292.39,191.54,0.9243,30.53,33.662,0.8521,0.1,19.77,Night,Production
ENG-001665,2024-03-10 08:00:28,Plant-A,LINE-4,MCH-041,104.578,18.176,84.96,602.0,210.15,201.14,0.8628,25.98,74.134,1.0406,0.16,13.45,Night,Production
ENG-001666,2024-03-10 09:00:21,Plant-A,LINE-3,MCH-043,134.135,10.645,84.47,601.4,197.59,180.57,0.8769,27.92,60.433,0.8671,0.1,17.1,Afternoon,Production
ENG-001667,2024-03-10 10:00:06,Plant-C,LINE-10,MCH-028,111.591,13.566,98.72,260.3,180.57,263.55,0.849,32.24,57.054,0.8588,0.08,6.6,Morning,Production
ENG-001668,2024-03-10 11:00:25,Plant-A,LINE-3,MCH-040,177.912,13.378,68.4,224.8,240.91,251.62,0.9469,35.99,60.164,0.8262,0.08,11.54,Morning,Production
ENG-001669,2024-03-10 12:00:08,Plant-C,LINE-9,MCH-007,129.711,22.707,115.01,322.8,293.45,135.2,0.9618,22.25,71.164,0.7846,0.08,8.57,Afternoon,Maintenance
ENG-001670,2024-03-10 13:00:24,Plant-C,LINE-7,MCH-029,178.96,10.894,81.1,666.1,228.79,145.46,0.8209,41.98,39.778,0.9412,0.13,10.22,Night,Production
ENG-001671,2024-03-10 14:00:13,Plant-A,LINE-4,MCH-028,104.759,18.761,66.14,411.3,242.3,220.8,0.8947,26.39,73.458,0.9168,0.16,6.67,Morning,Standby
ENG-001672,2024-03-10 15:00:26,Plant-A,LINE-4,MCH-024,114.163,10.934,67.12,743.8,192.97,217.61,0.9528,33.55,90.908,0.8402,0.1,9.77,Afternoon,Production
ENG-001673,2024-03-10 16:00:08,Plant-A,LINE-4,MCH-034,102.721,13.214,64.39,431.7,166.54,194.73,0.9514,29.43,55.086,1.1555,0.13,13.52,Morning,Production
ENG-001674,2024-03-10 17:00:21,Plant-C,LINE-6,MCH-003,76.8,13.625,78.1,727.8,196.25,152.93,0.8673,30.82,53.563,0.9438,0.16,8.66,Night,Production
ENG-001675,2024-03-10 18:00:08,Plant-A,LINE-6,MCH-038,98.609,15.768,64.68,263.0,130.07,124.59,1.0,21.68,40.002,0.8255,0.13,7.12,Night,Idle
ENG-001676,2024-03-10 19:00:25,Plant-C,LINE-3,MCH-011,80.886,21.721,99.13,607.0,306.81,187.69,0.904,35.11,44.921,1.0831,0.13,25.93,Morning,Production
ENG-001677,2024-03-10 20:00:04,Plant-C,LINE-4,MCH-004,63.815,17.018,85.2,329.5,154.35,239.51,0.9559,17.44,69.568,0.6551,0.16,17.94,Morning,Production
ENG-001678,2024-03-10 21:00:18,Plant-C,LINE-7,MCH-027,73.02,19.372,122.42,589.1,250.6,262.78,0.8518,24.3,81.957,1.0159,0.16,14.5,Afternoon,Production
ENG-001679,2024-03-10 22:00:18,Plant-A,LINE-4,MCH-036,167.645,19.703,98.21,459.6,205.45,152.32,0.9597,24.08,41.419,0.5491,0.1,4.94,Night,Idle
ENG-001680,2024-03-10 23:00:21,Plant-C,LINE-2,MCH-002,144.169,12.102,34.19,567.2,229.03,211.81,0.9886,32.47,48.861,0.6829,0.1,11.08,Morning,Production
ENG-001681,2024-03-11 00:00:23,Plant-B,LINE-5,MCH-019,187.458,14.58,81.3,578.4,170.17,185.42,0.8798,39.01,54.875,0.6254,0.13,11.71,Afternoon,Production
ENG-001682,2024-03-11 01:00:12,Plant-C,LINE-9,MCH-040,111.341,18.658,69.41,641.8,229.88,169.83,0.9507,40.67,34.962,0.9639,0.16,14.21,Morning,Idle
ENG-001683,2024-03-11 02:00:03,Plant-A,LINE-3,MCH-027,82.494,13.822,82.4,586.3,268.57,221.03,0.8998,25.96,51.991,0.8658,0.16,5.79,Afternoon,Production
ENG-001684,2024-03-11 03:00:06,Plant-A,LINE-7,MCH-037,131.765,13.162,61.32,345.0,104.74,216.79,0.8897,18.94,34.131,0.8377,0.08,22.1,Morning,Standby
ENG-001685,2024-03-11 04:00:16,Plant-B,LINE-1,MCH-014,44.225,12.879,59.96,558.2,272.38,164.4,0.9279,41.65,70.499,0.8485,0.13,16.31,Afternoon,Production
ENG-001686,2024-03-11 05:00:01,Plant-B,LINE-9,MCH-010,134.464,12.57,119.13,557.2,116.14,290.74,0.9417,24.67,56.899,0.9086,0.08,16.47,Morning,Maintenance
ENG-001687,2024-03-11 06:00:14,Plant-A,LINE-3,MCH-034,116.745,20.363,54.63,398.7,215.05,158.07,0.9952,40.86,73.869,0.7861,0.13,23.04,Night,Production
ENG-001688,2024-03-11 07:00:02,Plant-A,LINE-2,MCH-004,123.422,16.066,99.59,173.4,76.92,201.13,0.9574,26.36,75.496,0.7602,0.16,15.93,Morning,Production
ENG-001689,2024-03-11 08:00:17,Plant-B,LINE-7,MCH-038,116.513,11.641,84.88,433.8,171.99,205.48,0.9712,23.31,62.512,1.1694,0.13,17.96,Night,Production
ENG-001690,2024-03-11 09:00:21,Plant-A,LINE-10,MCH-048,85.162,11.664,71.28,538.4,198.74,188.17,0.8682,30.3,45.307,0.7388,0.08,11.18,Morning,Production
ENG-001691,2024-03-11 10:00:28,Plant-A,LINE-4,MCH-034,74.52,15.543,92.06,777.1,137.16,128.52,0.9477,17.07,38.513,1.1579,0.08,17.69,Night,Idle
ENG-001692,2024-03-11 11:00:30,Plant-A,LINE-4,MCH-005,90.777,20.457,94.99,483.4,207.21,205.57,0.8704,23.13,62.53,1.3502,0.1,11.61,Morning,Standby
ENG-001693,2024-03-11 12:00:12,Plant-C,LINE-7,MCH-016,163.262,14.984,99.64,671.1,179.12,169.86,0.8895,31.14,86.379,0.9563,0.13,8.24,Afternoon,Production
ENG-001694,2024-03-11 13:00:01,Plant-B,LINE-2,MCH-036,92.805,13.373,75.5,551.4,188.75,163.38,0.9606,32.21,36.912,0.7949,0.13,11.26,Night,Production
ENG-001695,2024-03-11 14:00:29,Plant-C,LINE-2,MCH-017,95.756,15.49,89.65,432.2,235.07,153.05,1.0,35.34,70.828,0.8144,0.1,9.87,Night,Production
ENG-001696,2024-03-11 15:00:23,Plant-B,LINE-8,MCH-001,87.437,8.445,86.68,495.9,137.12,129.12,0.8937,48.1,68.18,0.6637,0.13,7.75,Morning,Maintenance
ENG-001697,2024-03-11 16:00:13,Plant-B,LINE-7,MCH-002,96.611,6.643,69.5,460.3,129.8,226.61,0.9429,38.56,77.299,1.0955,0.08,19.56,Morning,Standby
ENG-001698,2024-03-11 17:00:18,Plant-C,LINE-1,MCH-002,138.027,20.402,97.69,530.5,146.4,50.0,0.9173,9.12,54.68,1.1317,0.13,17.66,Afternoon,Idle
ENG-001699,2024-03-11 18:00:18,Plant-A,LINE-5,MCH-009,123.171,14.709,93.71,370.6,283.47,151.72,0.9053,17.69,60.574,0.832,0.16,7.73,Night,Production
ENG-001700,2024-03-11 19:00:25,Plant-A,LINE-3,MCH-030,160.849,18.44,113.38,737.9,287.13,156.6,0.9805,32.89,81.584,0.8211,0.16,9.0,Afternoon,Idle
ENG-001701,2024-03-11 20:00:20,Plant-C,LINE-6,MCH-006,81.448,17.541,83.33,636.3,47.77,227.63,0.929,29.38,46.745,0.9705,0.13,21.42,Afternoon,Idle
ENG-001702,2024-03-11 21:00:06,Plant-C,LINE-9,MCH-006,112.335,16.667,128.42,529.6,149.36,158.35,0.9087,32.8,51.168,0.6049,0.13,11.86,Afternoon,Idle
ENG-001703,2024-03-11 22:00:19,Plant-B,LINE-5,MCH-026,71.066,9.271,67.62,421.0,215.8,112.94,0.9061,32.6,42.892,0.6757,0.08,7.76,Afternoon,Production
ENG-001704,2024-03-11 23:00:19,Plant-C,LINE-7,MCH-034,85.043,25.343,93.69,655.4,149.84,195.74,0.8872,38.14,76.613,0.7686,0.16,19.16,Morning,Production
ENG-001705,2024-03-12 00:00:08,Plant-C,LINE-3,MCH-015,146.766,21.554,79.94,706.5,218.6,179.18,0.9055,21.01,54.358,0.6361,0.16,16.88,Night,Production
ENG-001706,2024-03-12 01:00:10,Plant-A,LINE-1,MCH-048,104.487,20.951,68.35,442.8,192.22,160.2,0.9576,30.89,51.769,0.8294,0.08,6.9,Afternoon,Idle
ENG-001707,2024-03-12 02:00:02,Plant-C,LINE-4,MCH-010,87.139,10.979,78.7,341.8,210.85,226.29,0.9348,23.53,62.396,0.706,0.1,8.75,Morning,Production
ENG-001708,2024-03-12 03:00:01,Plant-C,LINE-6,MCH-017,146.771,14.485,71.68,290.1,201.93,244.09,0.8877,32.73,81.101,0.8955,0.16,11.63,Afternoon,Production
ENG-001709,2024-03-12 04:00:30,Plant-A,LINE-8,MCH-030,118.232,26.693,70.06,526.9,210.65,161.72,1.0,23.87,64.429,0.8747,0.13,7.2,Morning,Production
ENG-001710,2024-03-12 05:00:12,Plant-C,LINE-8,MCH-041,96.825,4.737,80.03,376.3,298.14,246.21,0.8577,30.45,52.379,0.6655,0.08,9.34,Night,Production
ENG-001711,2024-03-12 06:00:21,Plant-A,LINE-8,MCH-015,117.565,21.167,92.32,501.8,276.22,241.71,0.8253,51.0,50.719,1.1189,0.08,9.81,Afternoon,Standby
ENG-001712,2024-03-12 07:00:27,Plant-A,LINE-9,MCH-001,89.512,18.222,80.16,366.9,185.36,169.69,0.9103,34.41,41.702,0.8837,0.16,22.24,Morning,Production
ENG-001713,2024-03-12 08:00:16,Plant-B,LINE-8,MCH-037,151.915,10.992,103.18,257.0,210.51,89.74,0.9031,37.46,49.458,1.1756,0.1,20.11,Afternoon,Idle
ENG-001714,2024-03-12 09:00:06,Plant-A,LINE-8,MCH-020,115.726,14.228,81.1,492.5,203.92,147.14,1.0,16.48,56.514,1.101,0.13,13.38,Afternoon,Production
ENG-001715,2024-03-12 10:00:16,Plant-C,LINE-8,MCH-030,130.106,18.364,74.52,479.9,193.28,188.4,0.8512,20.04,54.426,0.3626,0.08,9.25,Morning,Production
ENG-001716,2024-03-12 11:00:23,Plant-A,LINE-5,MCH-008,112.289,17.213,78.61,217.8,205.21,166.85,0.8761,41.91,78.66,1.0745,0.1,9.01,Morning,Maintenance
ENG-001717,2024-03-12 12:00:04,Plant-A,LINE-2,MCH-007,109.152,16.897,88.63,499.2,162.27,219.43,0.8543,24.65,51.949,1.0295,0.13,13.68,Night,Production
ENG-001718,2024-03-12 13:00:19,Plant-C,LINE-6,MCH-022,176.514,10.322,75.81,511.1,176.32,211.76,0.8221,30.01,59.743,1.1093,0.08,9.27,Night,Production
ENG-001719,2024-03-12 14:00:04,Plant-A,LINE-2,MCH-009,140.817,17.035,78.57,732.9,236.74,164.77,0.8246,29.65,61.825,0.6295,0.13,8.2,Morning,Idle
ENG-001720,2024-03-12 15:00:02,Plant-C,LINE-3,MCH-043,150.372,11.579,71.74,166.2,276.56,204.94,0.9569,40.47,78.928,0.9356,0.08,6.54,Night,Production
ENG-001721,2024-03-12 16:00:12,Plant-A,LINE-5,MCH-050,131.284,12.202,91.58,364.5,254.18,206.69,0.9643,26.29,74.82,0.9434,0.08,8.21,Night,Maintenance
ENG-001722,2024-03-12 17:00:04,Plant-A,LINE-1,MCH-030,59.324,10.222,136.02,342.6,155.17,121.33,0.8852,36.38,61.555,1.0348,0.08,10.37,Morning,Idle
ENG-001723,2024-03-12 18:00:18,Plant-B,LINE-6,MCH-038,138.065,11.2,70.53,695.0,199.19,153.61,0.9514,36.61,76.497,0.9968,0.08,9.42,Morning,Production
ENG-001724,2024-03-12 19:00:16,Plant-C,LINE-9,MCH-010,159.381,13.005,57.41,313.2,307.75,180.78,0.9579,32.94,88.665,1.1207,0.1,19.05,Afternoon,Idle
ENG-001725,2024-03-12 20:00:23,Plant-A,LINE-10,MCH-018,145.52,11.875,74.3,491.0,214.64,174.69,0.8963,37.62,53.83,0.9596,0.08,13.33,Morning,Production
ENG-001726,2024-03-12 21:00:12,Plant-A,LINE-4,MCH-023,133.499,13.53,49.86,574.0,138.92,162.29,0.9145,15.44,58.381,1.107,0.1,8.47,Morning,Production
ENG-001727,2024-03-12 22:00:00,Plant-C,LINE-1,MCH-038,134.364,16.436,99.59,395.4,83.72,146.56,0.9123,46.38,52.397,0.828,0.08,21.71,Afternoon,Production
ENG-001728,2024-03-12 23:00:09,Plant-A,LINE-2,MCH-012,86.852,10.322,92.17,373.9,202.17,163.04,0.9231,23.4,23.117,0.8212,0.08,16.68,Night,Production
ENG-001729,2024-03-13 00:00:22,Plant-B,LINE-7,MCH-033,129.049,20.172,85.19,571.6,138.02,245.6,0.8744,33.35,58.359,0.6235,0.16,22.04,Morning,Standby
ENG-001730,2024-03-13 01:00:05,Plant-A,LINE-5,MCH-045,149.339,16.988,36.41,395.9,147.18,224.1,0.8159,23.81,45.611,1.0982,0.08,19.0,Afternoon,Standby
ENG-001731,2024-03-13 02:00:15,Plant-A,LINE-4,MCH-012,123.449,6.799,88.78,641.2,235.03,91.51,0.923,23.24,69.382,0.7536,0.1,10.4,Afternoon,Standby
ENG-001732,2024-03-13 03:00:16,Plant-C,LINE-1,MCH-031,80.67,6.141,70.48,708.1,306.18,150.62,0.9327,37.33,59.246,1.01,0.08,18.67,Morning,Standby
ENG-001733,2024-03-13 04:00:11,Plant-A,LINE-9,MCH-002,140.892,16.298,75.36,611.0,208.26,191.41,0.9209,33.87,78.449,0.5189,0.13,13.88,Morning,Production
ENG-001734,2024-03-13 05:00:22,Plant-A,LINE-4,MCH-026,74.639,21.734,71.85,557.9,142.55,122.09,0.9521,32.43,60.206,0.9742,0.1,9.02,Morning,Production
ENG-001735,2024-03-13 06:00:15,Plant-A,LINE-3,MCH-033,119.675,18.256,78.25,510.8,197.79,186.99,0.9133,37.26,57.38,0.9648,0.08,10.11,Morning,Idle
ENG-001736,2024-03-13 07:00:25,Plant-C,LINE-6,MCH-021,126.681,15.293,87.38,425.7,294.79,114.59,0.8908,34.4,58.179,0.827,0.08,7.44,Afternoon,Maintenance
ENG-001737,2024-03-13 08:00:25,Plant-A,LINE-8,MCH-024,96.091,13.805,76.59,549.7,154.48,190.91,0.8722,33.28,26.606,0.7764,0.13,15.64,Night,Production
ENG-001738,2024-03-13 09:00:03,Plant-B,LINE-8,MCH-044,174.199,27.34,60.18,312.5,216.35,197.64,0.9636,19.48,71.004,0.3522,0.08,27.7,Night,Production
ENG-001739,2024-03-13 10:00:24,Plant-C,LINE-1,MCH-039,125.757,13.78,84.49,488.4,242.56,214.34,0.8957,6.59,69.769,0.8555,0.16,15.68,Morning,Idle
ENG-001740,2024-03-13 11:00:01,Plant-C,LINE-3,MCH-014,88.689,18.567,94.98,458.1,320.5,207.69,0.9533,33.78,65.573,0.6514,0.13,11.19,Night,Idle
ENG-001741,2024-03-13 12:00:07,Plant-A,LINE-10,MCH-008,102.2,15.292,89.37,347.9,155.56,198.18,0.8122,31.54,60.206,0.6801,0.08,14.83,Morning,Idle
ENG-001742,2024-03-13 13:00:13,Plant-A,LINE-3,MCH-044,135.705,10.758,98.17,484.1,200.33,148.57,0.986,39.07,29.349,1.1608,0.1,11.86,Night,Idle
ENG-001743,2024-03-13 14:00:20,Plant-C,LINE-3,MCH-049,99.712,15.728,59.52,710.8,180.94,200.3,0.8671,23.41,60.536,1.2404,0.08,7.67,Afternoon,Maintenance
ENG-001744,2024-03-13 15:00:06,Plant-A,LINE-1,MCH-043,101.968,10.782,82.68,259.6,229.85,213.97,0.9001,36.72,73.64,0.8146,0.16,13.65,Morning,Production
ENG-001745,2024-03-13 16:00:20,Plant-C,LINE-5,MCH-035,119.31,15.705,58.41,508.7,253.39,131.34,0.9046,20.46,9.934,0.9978,0.08,15.72,Morning,Idle
