record_id,date,shift,plant,department,worker_id,worker_experience_years,incident_type,hazard_type,severity,lost_days,ppe_worn,training_completed,noise_level_dB,heat_stress_index,air_quality_AQI,ergonomic_risk_score,near_miss_count,corrective_action,root_cause
SAF-001019,2024-08-11,Night,Plant-A,Assembly,W-0079,4.9,No Incident,Noise,None,12,Full,No,69.5,37.4,194,2.8,3,PPE Upgrade,Human Error
SAF-001020,2024-11-06,Morning,Plant-C,Packaging,W-0152,1.5,No Incident,None,None,0,Full,Yes,97.3,28.8,163,2.3,4,Training,Human Error
SAF-001021,2024-11-16,Afternoon,Plant-A,Quality,W-0135,4.5,No Incident,Noise,Medium,17,None,Yes,79.5,23.4,123,1.4,1,Training,N/A
SAF-001022,2024-03-08,Morning,Plant-A,Painting,W-0094,2.8,No Incident,None,None,0,Full,Yes,60.2,29.1,50,3.5,2,None,N/A
SAF-001023,2024-01-01,Afternoon,Plant-C,Painting,W-0018,6.0,No Incident,None,None,0,Full,Yes,66.1,35.8,134,6.3,2,None,N/A
SAF-001024,2024-09-04,Morning,Plant-A,Welding,W-0197,4.0,No Incident,Struck By,None,26,Partial,No,76.1,42.4,90,6.3,4,None,N/A
SAF-001025,2024-12-23,Afternoon,Plant-C,Maintenance,W-0147,5.2,No Incident,None,None,15,Full,Yes,59.5,38.8,177,2.0,3,Training,Equipment Failure
SAF-001026,2024-03-30,Morning,Plant-B,Logistics,W-0133,3.1,Property Damage,Fall,None,0,Full,Yes,79.3,22.7,157,5.5,2,Training,N/A
SAF-001027,2024-10-19,Night,Plant-B,Welding,W-0168,1.0,No Incident,None,None,0,Full,No,78.8,30.5,195,1.1,2,Procedure Update,N/A
SAF-001028,2024-08-23,Afternoon,Plant-C,Welding,W-0054,4.0,No Incident,Fall,None,0,Partial,Yes,74.7,10.2,64,8.9,4,Equipment Fix,N/A
SAF-001029,2024-03-17,Afternoon,Plant-B,Maintenance,W-0086,8.7,Medical Treatment,Noise,None,0,Full,Yes,64.1,26.5,35,7.3,3,PPE Upgrade,N/A
SAF-001030,2024-03-08,Night,Plant-B,Machining,W-0045,20.5,Medical Treatment,None,None,0,Full,Yes,69.1,27.7,32,8.0,2,None,N/A
SAF-001031,2024-04-30,Morning,Plant-C,Packaging,W-0127,6.8,No Incident,Ergonomic,None,0,Full,No,72.0,30.4,141,8.0,0,None,Unknown
SAF-001032,2024-12-24,Afternoon,Plant-B,Machining,W-0128,2.0,No Incident,Caught In,None,0,Full,Yes,67.8,33.7,76,2.8,0,None,N/A
SAF-001033,2024-02-29,Night,Plant-B,Logistics,W-0121,7.6,No Incident,Caught In,Low,30,Full,Yes,65.2,38.5,131,7.8,3,None,Environmental
SAF-001034,2024-09-24,Afternoon,Plant-A,Machining,W-0113,1.5,No Incident,Struck By,None,0,Full,Yes,80.2,21.8,186,9.9,4,PPE Upgrade,Equipment Failure
SAF-001035,2024-11-27,Night,Plant-A,Painting,W-0105,4.3,No Incident,Struck By,None,0,Partial,Yes,84.5,26.4,114,7.0,3,Procedure Update,N/A
SAF-001036,2024-08-12,Night,Plant-C,Welding,W-0098,5.5,No Incident,None,High,0,Full,Yes,59.0,11.5,183,6.8,1,None,N/A
SAF-001037,2024-01-14,Night,Plant-B,Quality,W-0068,9.5,Near Miss,Fall,Critical,1,Full,Yes,75.1,19.6,116,7.8,3,Equipment Fix,N/A
SAF-001038,2024-09-17,Morning,Plant-A,Welding,W-0150,5.9,No Incident,None,None,26,Full,Yes,55.3,29.7,47,7.7,3,Equipment Fix,Procedural
SAF-001039,2024-07-29,Morning,Plant-A,Welding,W-0090,4.3,No Incident,Thermal,Medium,0,Full,Yes,68.1,32.1,185,9.2,4,None,Environmental
SAF-001040,2024-12-20,Afternoon,Plant-A,Packaging,W-0081,3.0,No Incident,Caught In,None,18,Full,No,66.2,24.9,174,6.4,0,PPE Upgrade,N/A
SAF-001041,2024-05-03,Night,Plant-C,Machining,W-0092,0.6,No Incident,Caught In,None,0,Partial,Yes,69.1,23.4,81,9.8,2,Equipment Fix,N/A
SAF-001042,2024-04-16,Night,Plant-B,Machining,W-0173,2.8,No Incident,Electrical,None,23,Partial,Yes,57.7,25.0,85,3.9,4,PPE Upgrade,N/A
SAF-001043,2024-06-03,Morning,Plant-C,Machining,W-0117,11.3,No Incident,None,None,0,Partial,Yes,90.7,22.2,65,7.3,1,Training,N/A
SAF-001044,2024-05-21,Afternoon,Plant-C,Painting,W-0130,8.1,No Incident,None,High,0,Partial,Yes,69.4,41.6,164,7.4,4,None,N/A
SAF-001045,2024-06-28,Afternoon,Plant-A,Packaging,W-0055,0.4,No Incident,Struck By,None,0,Full,Yes,66.3,36.0,168,1.0,2,None,N/A
SAF-001046,2024-04-28,Afternoon,Plant-A,Maintenance,W-0173,5.4,No Incident,None,High,7,Full,No,85.3,40.7,167,8.6,3,None,N/A
SAF-001047,2024-10-25,Afternoon,Plant-C,Logistics,W-0054,3.6,No Incident,None,None,0,Full,Yes,69.0,19.6,184,7.5,2,PPE Upgrade,Human Error
SAF-001048,2024-08-13,Morning,Plant-B,Assembly,W-0112,6.3,First Aid,Chemical,None,11,Full,No,81.9,15.2,122,4.2,1,Procedure Update,Unknown
SAF-001049,2024-07-03,Night,Plant-B,Welding,W-0195,0.1,No Incident,Fall,None,0,Full,Yes,53.8,19.7,60,6.0,0,PPE Upgrade,N/A
SAF-001050,2024-01-24,Morning,Plant-A,Quality,W-0035,18.4,No Incident,None,None,27,Full,Yes,88.5,33.6,174,6.4,1,Procedure Update,N/A
SAF-001051,2024-10-08,Afternoon,Plant-B,Quality,W-0114,7.1,No Incident,None,None,3,Full,Yes,52.6,23.6,159,9.3,4,Training,N/A
SAF-001052,2024-03-29,Morning,Plant-B,Maintenance,W-0046,2.0,No Incident,None,Medium,0,Full,Yes,55.5,27.3,59,1.9,4,None,N/A
SAF-001053,2024-10-18,Night,Plant-A,Painting,W-0144,29.2,No Incident,Struck By,Medium,22,Full,Yes,72.0,24.9,172,1.8,1,PPE Upgrade,Equipment Failure
SAF-001054,2024-11-30,Morning,Plant-C,Maintenance,W-0042,5.1,No Incident,None,None,27,None,Yes,58.6,25.2,191,7.7,3,None,N/A
SAF-001055,2024-01-11,Afternoon,Plant-A,Packaging,W-0103,1.4,No Incident,Noise,None,21,Full,Yes,71.2,22.7,108,6.6,4,Procedure Update,Procedural
SAF-001056,2024-12-18,Night,Plant-A,Welding,W-0102,4.1,No Incident,None,None,3,Full,Yes,69.3,44.9,133,4.3,0,Procedure Update,N/A
SAF-001057,2024-04-12,Morning,Plant-C,Machining,W-0014,9.1,No Incident,None,None,0,Full,Yes,85.5,48.7,191,2.3,1,None,Human Error
SAF-001058,2024-09-19,Morning,Plant-B,Logistics,W-0193,0.1,No Incident,Chemical,None,0,Full,Yes,92.2,26.0,82,7.6,0,Equipment Fix,Human Error
SAF-001059,2024-06-13,Morning,Plant-A,Machining,W-0147,4.8,No Incident,Chemical,None,0,Full,Yes,69.3,33.0,198,6.8,2,None,Human Error
SAF-001060,2024-07-18,Night,Plant-A,Logistics,W-0114,12.7,No Incident,Ergonomic,None,0,Partial,Yes,87.4,51.3,56,7.5,3,Procedure Update,Environmental
SAF-001061,2024-12-24,Night,Plant-B,Assembly,W-0199,1.8,No Incident,None,Low,0,Full,Yes,82.8,22.0,143,8.2,4,Training,N/A
SAF-001062,2024-10-31,Night,Plant-B,Machining,W-0181,3.4,No Incident,Noise,Medium,0,Full,Yes,74.4,30.1,118,1.8,2,Procedure Update,N/A
SAF-001063,2024-09-13,Afternoon,Plant-B,Painting,W-0021,2.9,No Incident,Noise,Medium,0,Full,Yes,74.6,31.6,180,6.7,3,None,N/A
SAF-001064,2024-01-24,Night,Plant-A,Quality,W-0161,5.8,No Incident,None,High,15,Full,Yes,67.3,28.1,73,5.8,4,Training,N/A
SAF-001065,2024-03-11,Morning,Plant-C,Logistics,W-0002,5.6,No Incident,None,None,0,Full,Yes,72.3,38.9,26,7.0,1,None,N/A
SAF-001066,2024-10-12,Night,Plant-A,Welding,W-0006,7.5,No Incident,Caught In,None,0,None,Yes,94.1,26.0,67,3.3,3,Training,N/A
SAF-001067,2024-06-04,Afternoon,Plant-C,Machining,W-0041,11.8,No Incident,Noise,None,0,Full,Yes,77.8,36.3,190,3.9,4,Training,N/A
SAF-001068,2024-05-22,Morning,Plant-C,Maintenance,W-0080,0.4,No Incident,None,None,0,Partial,Yes,76.0,23.8,75,9.1,0,None,N/A
SAF-001069,2024-01-01,Afternoon,Plant-C,Maintenance,W-0142,3.4,No Incident,Chemical,None,0,Full,Yes,68.9,29.9,96,9.4,1,Training,N/A
SAF-001070,2024-03-19,Night,Plant-C,Machining,W-0036,1.4,No Incident,Caught In,None,9,Full,Yes,73.5,16.8,168,5.3,1,None,Equipment Failure
SAF-001071,2024-08-18,Morning,Plant-C,Quality,W-0117,0.1,No Incident,Fall,None,0,Full,Yes,73.3,26.2,21,2.6,4,None,N/A
SAF-001072,2024-09-21,Morning,Plant-A,Painting,W-0076,3.0,No Incident,Chemical,None,11,Full,Yes,78.1,19.1,168,2.6,3,Training,N/A
SAF-001073,2024-04-12,Afternoon,Plant-B,Assembly,W-0137,1.5,No Incident,None,High,0,Full,Yes,89.1,43.4,181,3.1,0,None,Unknown
SAF-001074,2024-08-02,Afternoon,Plant-B,Painting,W-0145,15.4,Near Miss,Thermal,None,0,Full,Yes,64.2,42.3,33,2.6,3,Training,N/A
SAF-001075,2024-12-20,Afternoon,Plant-C,Logistics,W-0153,11.2,No Incident,None,None,0,Full,Yes,79.7,11.5,143,7.2,4,None,Equipment Failure
SAF-001076,2024-03-08,Morning,Plant-B,Quality,W-0046,12.1,No Incident,None,None,2,Full,Yes,61.5,21.9,159,3.6,1,None,N/A
SAF-001077,2024-12-03,Morning,Plant-C,Welding,W-0143,1.7,No Incident,Struck By,None,9,Full,Yes,73.0,21.0,32,2.8,0,None,N/A
SAF-001078,2024-07-12,Morning,Plant-C,Maintenance,W-0041,1.6,No Incident,Noise,Medium,5,Full,Yes,85.0,40.8,125,3.6,4,None,N/A
SAF-001079,2024-10-09,Afternoon,Plant-B,Welding,W-0116,7.7,No Incident,None,None,0,Full,Yes,70.8,25.1,144,3.2,1,Training,N/A
SAF-001080,2024-05-21,Afternoon,Plant-A,Welding,W-0138,6.0,No Incident,Struck By,High,0,Full,Yes,83.9,35.1,166,8.9,1,Training,N/A
SAF-001081,2024-11-12,Night,Plant-A,Assembly,W-0068,5.5,Environmental,Electrical,None,0,None,Yes,50.0,29.4,31,6.9,0,Procedure Update,N/A
SAF-001082,2024-05-31,Night,Plant-B,Quality,W-0133,3.5,No Incident,Noise,None,0,Partial,Yes,78.6,25.4,26,8.3,1,None,N/A
SAF-001083,2024-02-25,Morning,Plant-A,Welding,W-0024,1.9,No Incident,Caught In,None,0,Partial,Yes,97.7,11.5,133,4.8,2,None,N/A
SAF-001084,2024-12-16,Afternoon,Plant-A,Painting,W-0079,11.0,No Incident,None,None,0,Full,No,67.2,27.8,191,9.6,2,None,N/A
SAF-001085,2024-12-13,Night,Plant-B,Painting,W-0005,2.6,First Aid,Fall,None,0,Full,Yes,77.1,24.2,179,1.7,1,Procedure Update,Equipment Failure
SAF-001086,2024-05-30,Morning,Plant-C,Assembly,W-0029,3.8,No Incident,None,None,0,Full,Yes,71.7,27.8,162,1.5,2,Procedure Update,N/A
SAF-001087,2024-08-22,Morning,Plant-A,Logistics,W-0174,8.0,No Incident,None,None,0,Full,Yes,66.0,28.2,156,8.6,1,Procedure Update,N/A
SAF-001088,2024-11-02,Night,Plant-C,Painting,W-0026,0.1,No Incident,Struck By,None,0,Partial,Yes,78.9,30.1,74,6.8,1,None,N/A
SAF-001089,2024-01-29,Night,Plant-A,Painting,W-0198,5.4,No Incident,None,None,0,Full,Yes,87.7,30.9,50,4.8,4,Procedure Update,N/A
SAF-001090,2024-05-15,Afternoon,Plant-A,Logistics,W-0073,8.2,No Incident,Chemical,None,27,Full,Yes,66.8,29.0,129,1.0,1,None,N/A
SAF-001091,2024-05-26,Night,Plant-C,Welding,W-0079,1.5,No Incident,Struck By,None,27,Full,No,77.9,23.4,171,6.7,0,Procedure Update,Equipment Failure
SAF-001092,2024-08-21,Afternoon,Plant-C,Quality,W-0146,0.5,No Incident,None,None,6,Full,Yes,86.5,19.6,76,6.7,4,Training,N/A
SAF-001093,2024-06-16,Morning,Plant-A,Packaging,W-0130,1.2,No Incident,None,None,0,Full,Yes,69.9,40.9,186,9.4,1,None,N/A
SAF-001094,2024-02-11,Night,Plant-A,Logistics,W-0113,0.7,No Incident,None,None,0,Full,Yes,59.9,23.1,94,9.8,3,None,N/A
SAF-001095,2024-06-26,Night,Plant-C,Packaging,W-0085,2.7,Near Miss,Electrical,None,0,Full,Yes,82.6,27.8,64,7.5,0,Training,N/A
SAF-001096,2024-04-30,Night,Plant-C,Welding,W-0157,0.8,No Incident,Struck By,None,0,Full,No,64.7,26.4,123,3.0,0,Training,N/A
SAF-001097,2024-09-08,Morning,Plant-B,Painting,W-0076,1.7,No Incident,Chemical,None,0,Full,Yes,71.4,25.5,51,9.2,4,None,Human Error
SAF-001098,2024-11-20,Morning,Plant-C,Machining,W-0186,1.1,No Incident,None,None,0,None,Yes,84.1,29.9,193,9.5,3,Training,N/A
SAF-001099,2024-11-06,Afternoon,Plant-B,Quality,W-0127,1.9,No Incident,Electrical,None,0,Partial,Yes,81.5,25.4,59,3.1,1,Equipment Fix,Environmental
SAF-001100,2024-03-26,Afternoon,Plant-C,Welding,W-0176,6.9,No Incident,Thermal,None,0,Full,Yes,75.9,27.5,175,8.6,1,PPE Upgrade,N/A
SAF-001101,2024-07-24,Morning,Plant-B,Quality,W-0097,1.3,No Incident,Fall,None,0,Full,Yes,85.8,30.4,41,5.4,2,None,N/A
SAF-001102,2024-11-22,Morning,Plant-A,Maintenance,W-0125,10.3,Lost Time,Noise,None,0,Full,Yes,67.1,28.7,176,1.9,1,PPE Upgrade,Human Error
SAF-001103,2024-01-10,Afternoon,Plant-A,Painting,W-0089,14.4,No Incident,None,Low,0,Full,Yes,83.4,34.6,119,3.1,1,Training,N/A
SAF-001104,2024-08-08,Night,Plant-A,Welding,W-0044,2.9,No Incident,None,None,0,Full,Yes,70.7,21.7,27,1.7,4,None,N/A
SAF-001105,2024-01-11,Morning,Plant-B,Machining,W-0191,11.7,No Incident,None,None,0,Full,Yes,80.0,25.7,117,2.4,0,Equipment Fix,Unknown
SAF-001106,2024-10-03,Night,Plant-A,Packaging,W-0136,3.8,Lost Time,None,Medium,0,Partial,Yes,63.3,34.7,135,2.8,4,None,N/A
SAF-001107,2024-03-07,Night,Plant-B,Painting,W-0107,1.8,No Incident,None,Medium,10,Partial,Yes,79.6,30.7,155,9.6,1,None,N/A
SAF-001108,2024-05-07,Afternoon,Plant-A,Welding,W-0092,1.7,No Incident,None,None,0,None,Yes,54.3,24.0,31,6.5,0,Procedure Update,N/A
SAF-001109,2024-12-15,Night,Plant-B,Logistics,W-0163,1.0,No Incident,Electrical,None,0,Full,Yes,84.5,28.7,111,5.7,4,None,N/A
SAF-001110,2024-09-21,Morning,Plant-B,Assembly,W-0120,7.4,No Incident,None,Low,0,None,Yes,80.1,31.3,185,6.7,4,Procedure Update,Procedural
SAF-001111,2024-03-16,Afternoon,Plant-A,Welding,W-0131,2.1,No Incident,Ergonomic,None,0,Full,No,57.3,21.5,97,1.4,4,Training,Procedural
SAF-001112,2024-01-06,Night,Plant-A,Painting,W-0024,2.0,No Incident,Thermal,None,4,Full,Yes,72.2,34.8,27,3.4,4,Training,N/A
SAF-001113,2024-12-15,Afternoon,Plant-B,Maintenance,W-0030,13.1,No Incident,Struck By,Medium,0,Full,Yes,83.9,16.1,95,6.8,4,Procedure Update,N/A
SAF-001114,2024-01-09,Night,Plant-C,Machining,W-0088,15.6,Near Miss,None,None,0,Full,Yes,57.2,23.9,28,1.9,3,None,N/A
SAF-001115,2024-01-08,Afternoon,Plant-A,Packaging,W-0026,2.4,Near Miss,None,None,0,Full,Yes,106.5,14.0,118,1.8,1,None,N/A
SAF-001116,2024-12-15,Night,Plant-B,Maintenance,W-0053,3.0,No Incident,Chemical,None,0,Partial,Yes,100.3,44.3,195,4.3,2,Procedure Update,N/A
SAF-001117,2024-11-21,Night,Plant-C,Welding,W-0043,2.5,No Incident,Chemical,None,0,Full,Yes,59.8,21.5,198,9.7,0,None,N/A
SAF-001118,2024-03-29,Night,Plant-A,Assembly,W-0118,7.6,No Incident,None,None,0,Full,Yes,84.0,23.1,164,9.6,2,Procedure Update,Unknown
SAF-001119,2024-10-31,Night,Plant-A,Painting,W-0178,1.0,No Incident,Noise,None,0,Full,Yes,72.0,26.1,45,7.6,3,Equipment Fix,N/A
SAF-001120,2024-08-29,Morning,Plant-C,Machining,W-0034,1.3,Near Miss,None,None,0,Full,Yes,91.1,32.9,103,2.2,2,Training,N/A
SAF-001121,2024-10-01,Afternoon,Plant-C,Maintenance,W-0075,2.8,Environmental,None,None,21,Full,Yes,65.9,25.6,34,5.5,3,PPE Upgrade,N/A
SAF-001122,2024-01-05,Morning,Plant-B,Welding,W-0190,0.5,Near Miss,None,None,0,Full,Yes,50.0,27.0,176,6.1,4,PPE Upgrade,Human Error
SAF-001123,2024-08-03,Night,Plant-A,Painting,W-0117,3.7,No Incident,None,None,0,Full,Yes,72.0,21.1,157,7.3,3,None,N/A
SAF-001124,2024-11-22,Night,Plant-B,Machining,W-0002,1.1,First Aid,None,None,6,Full,No,104.2,18.7,159,5.6,2,Equipment Fix,N/A
SAF-001125,2024-09-03,Morning,Plant-B,Maintenance,W-0057,1.8,No Incident,None,None,0,Full,Yes,60.2,19.2,105,3.5,4,None,N/A
SAF-001126,2024-10-09,Morning,Plant-B,Maintenance,W-0020,4.0,No Incident,None,None,0,Full,Yes,68.6,27.2,61,9.8,1,None,N/A
SAF-001127,2024-03-12,Afternoon,Plant-C,Painting,W-0139,1.6,No Incident,None,None,0,Full,Yes,81.4,30.5,153,2.9,4,Procedure Update,Human Error
SAF-001128,2024-11-16,Morning,Plant-C,Painting,W-0140,1.4,No Incident,Noise,None,0,Full,Yes,59.1,21.6,174,6.9,2,None,Procedural
SAF-001129,2024-05-17,Morning,Plant-B,Assembly,W-0160,2.6,No Incident,None,None,0,Partial,Yes,76.5,24.4,169,2.6,0,None,Procedural
SAF-001130,2024-08-04,Morning,Plant-A,Welding,W-0100,3.7,No Incident,None,None,0,Full,Yes,83.7,26.8,139,6.3,0,None,Procedural
SAF-001131,2024-06-09,Afternoon,Plant-B,Painting,W-0111,2.8,No Incident,None,None,0,Full,Yes,65.5,35.4,173,9.9,3,Training,N/A
SAF-001132,2024-11-19,Morning,Plant-A,Maintenance,W-0149,7.6,No Incident,Ergonomic,None,0,None,No,76.4,10.0,115,7.2,1,None,Procedural
SAF-001133,2024-06-09,Night,Plant-A,Machining,W-0142,5.2,No Incident,None,None,25,Partial,Yes,73.4,34.7,103,3.2,0,None,N/A
SAF-001134,2024-04-13,Morning,Plant-B,Painting,W-0002,16.6,No Incident,None,None,0,Full,Yes,89.3,29.0,145,4.9,2,None,N/A
SAF-001135,2024-01-03,Night,Plant-B,Assembly,W-0162,2.4,No Incident,Thermal,High,0,None,Yes,69.1,21.8,122,3.2,2,None,Equipment Failure
SAF-001136,2024-11-08,Afternoon,Plant-A,Packaging,W-0045,0.8,No Incident,None,None,0,Full,Yes,73.0,28.4,118,4.5,2,None,Procedural
SAF-001137,2024-03-16,Afternoon,Plant-A,Quality,W-0076,1.8,No Incident,None,None,4,Full,Yes,72.2,31.8,176,1.5,1,None,N/A
SAF-001138,2024-03-17,Morning,Plant-C,Assembly,W-0065,1.2,No Incident,None,None,0,Full,Yes,65.6,16.9,92,2.7,4,Procedure Update,N/A
SAF-001139,2024-04-02,Morning,Plant-C,Quality,W-0163,7.1,No Incident,Caught In,None,0,Full,Yes,80.6,25.0,159,5.8,3,Training,N/A
SAF-001140,2024-03-28,Afternoon,Plant-B,Painting,W-0100,4.9,No Incident,None,None,0,Full,No,75.1,10.0,76,4.2,1,None,N/A
SAF-001141,2024-03-02,Night,Plant-B,Maintenance,W-0178,5.6,No Incident,None,None,0,Full,No,55.6,13.9,39,9.4,0,Procedure Update,N/A
SAF-001142,2024-03-06,Night,Plant-A,Logistics,W-0066,0.4,No Incident,Fall,None,0,Full,Yes,75.6,27.6,181,4.2,1,None,Human Error
SAF-001143,2024-09-20,Morning,Plant-A,Quality,W-0009,7.9,No Incident,Chemical,None,0,Full,Yes,84.2,33.2,95,8.1,1,Training,Human Error
SAF-001144,2024-10-07,Night,Plant-C,Maintenance,W-0070,0.7,No Incident,None,None,12,Partial,No,96.8,33.3,194,4.2,0,Equipment Fix,N/A
SAF-001145,2024-02-22,Night,Plant-A,Quality,W-0018,7.9,No Incident,Noise,None,0,None,Yes,108.3,27.1,150,5.5,1,Training,N/A
SAF-001146,2024-07-23,Morning,Plant-C,Packaging,W-0114,12.7,No Incident,None,None,0,Full,Yes,78.0,31.5,156,9.0,0,None,N/A
SAF-001147,2024-11-15,Afternoon,Plant-C,Assembly,W-0167,3.4,No Incident,None,None,0,Full,No,86.0,33.2,59,9.6,3,Equipment Fix,Unknown
SAF-001148,2024-01-11,Morning,Plant-C,Welding,W-0062,10.6,No Incident,None,None,20,Full,Yes,74.2,28.0,147,6.7,2,Equipment Fix,N/A
SAF-001149,2024-04-14,Morning,Plant-A,Packaging,W-0100,0.4,Property Damage,Thermal,None,0,Full,Yes,82.2,35.0,73,7.4,4,Equipment Fix,Human Error
SAF-001150,2024-06-12,Night,Plant-B,Logistics,W-0131,11.6,No Incident,Struck By,None,0,Full,Yes,83.1,32.0,24,2.7,4,PPE Upgrade,N/A
SAF-001151,2024-10-01,Afternoon,Plant-C,Assembly,W-0127,10.3,No Incident,None,None,13,Full,Yes,83.4,32.7,199,2.8,1,None,N/A
SAF-001152,2024-04-21,Morning,Plant-C,Welding,W-0160,0.2,No Incident,Fall,None,0,Full,Yes,67.4,27.8,99,4.9,4,Equipment Fix,N/A
SAF-001153,2024-03-30,Morning,Plant-A,Logistics,W-0089,3.8,No Incident,Noise,None,8,Full,Yes,70.8,19.4,104,9.1,2,Training,Environmental
SAF-001154,2024-03-17,Night,Plant-A,Maintenance,W-0068,1.0,No Incident,None,None,0,Partial,Yes,50.0,38.2,22,9.2,4,None,N/A
SAF-001155,2024-04-26,Afternoon,Plant-B,Quality,W-0149,1.4,First Aid,None,None,28,Full,Yes,99.4,26.6,61,9.8,2,Training,N/A
SAF-001156,2024-03-26,Morning,Plant-C,Quality,W-0114,2.6,No Incident,None,None,0,Full,Yes,81.5,22.2,144,5.3,4,None,N/A
SAF-001157,2024-09-10,Morning,Plant-A,Assembly,W-0099,0.0,No Incident,Noise,None,0,Full,Yes,67.4,40.9,47,4.6,1,None,Human Error
SAF-001158,2024-03-14,Afternoon,Plant-B,Logistics,W-0192,14.8,No Incident,Struck By,None,0,Partial,Yes,75.3,36.1,42,4.2,4,None,N/A
SAF-001159,2024-04-25,Night,Plant-B,Machining,W-0023,0.5,No Incident,None,None,0,Full,Yes,75.9,37.9,72,1.1,3,None,Environmental
SAF-001160,2024-06-05,Night,Plant-A,Logistics,W-0013,0.0,No Incident,Fall,None,0,Full,No,85.2,33.3,63,2.0,0,None,N/A
SAF-001161,2024-05-12,Morning,Plant-C,Packaging,W-0036,2.6,Property Damage,None,None,0,Full,Yes,90.1,33.0,151,5.4,1,None,N/A
SAF-001162,2024-03-11,Night,Plant-B,Welding,W-0071,5.0,No Incident,None,None,1,Full,Yes,72.2,15.9,79,6.9,2,None,N/A
SAF-001163,2024-05-17,Night,Plant-C,Painting,W-0048,2.2,No Incident,Struck By,None,0,Full,No,88.9,31.1,109,5.6,0,None,N/A
SAF-001164,2024-02-06,Morning,Plant-A,Welding,W-0061,0.6,No Incident,Caught In,Low,0,Partial,Yes,63.8,32.7,99,6.1,1,Training,N/A
SAF-001165,2024-07-19,Night,Plant-B,Assembly,W-0175,4.9,Near Miss,Struck By,None,0,Full,Yes,87.5,34.5,115,9.8,1,Equipment Fix,Human Error
SAF-001166,2024-01-30,Morning,Plant-A,Packaging,W-0074,2.3,No Incident,None,None,0,Full,No,66.0,39.0,155,3.3,3,Procedure Update,Procedural
SAF-001167,2024-09-21,Afternoon,Plant-C,Welding,W-0042,3.0,No Incident,None,None,0,Full,Yes,67.4,21.7,152,5.8,0,None,Equipment Failure
SAF-001168,2024-04-19,Night,Plant-A,Machining,W-0131,7.3,No Incident,Fall,None,0,Full,Yes,69.4,27.1,118,4.2,2,Training,N/A
SAF-001169,2024-10-11,Morning,Plant-A,Machining,W-0162,2.8,No Incident,Noise,None,0,Full,Yes,89.4,31.9,158,6.8,3,None,Procedural
SAF-001170,2024-09-25,Morning,Plant-B,Logistics,W-0144,1.8,No Incident,None,None,0,Full,Yes,68.1,34.8,85,1.5,2,PPE Upgrade,N/A
SAF-001171,2024-11-25,Morning,Plant-B,Assembly,W-0049,2.1,No Incident,Ergonomic,None,0,Full,Yes,67.7,16.9,71,3.4,4,Equipment Fix,N/A
SAF-001172,2024-12-07,Morning,Plant-B,Welding,W-0061,0.3,No Incident,None,High,9,Full,No,78.7,19.0,133,6.8,1,Equipment Fix,N/A
SAF-001173,2024-02-11,Night,Plant-A,Logistics,W-0152,4.1,No Incident,Caught In,None,0,Full,Yes,70.0,33.1,69,5.2,1,None,Unknown
SAF-001174,2024-05-10,Afternoon,Plant-A,Maintenance,W-0160,2.2,No Incident,None,None,0,Full,Yes,70.4,32.6,88,4.8,1,None,N/A
SAF-001175,2024-10-05,Morning,Plant-B,Packaging,W-0105,3.5,No Incident,None,None,0,Partial,Yes,62.4,16.0,22,1.7,0,Equipment Fix,Procedural
SAF-001176,2024-10-26,Afternoon,Plant-C,Assembly,W-0093,17.4,No Incident,Thermal,None,0,Partial,Yes,77.4,32.2,76,6.5,4,None,N/A
SAF-001177,2024-11-27,Night,Plant-B,Welding,W-0185,3.7,No Incident,None,None,0,Full,Yes,57.9,32.2,160,4.6,0,None,N/A
SAF-001178,2024-10-31,Afternoon,Plant-A,Logistics,W-0037,12.9,No Incident,Noise,None,0,Full,Yes,77.0,25.7,169,5.1,1,Procedure Update,N/A
SAF-001179,2024-05-18,Morning,Plant-C,Packaging,W-0167,0.5,No Incident,None,None,0,Full,No,70.7,38.4,123,5.4,0,Procedure Update,N/A
SAF-001180,2024-10-04,Night,Plant-C,Painting,W-0167,5.0,No Incident,Noise,None,3,Full,Yes,63.8,15.0,45,3.5,4,None,N/A
SAF-001181,2024-12-08,Morning,Plant-B,Welding,W-0033,1.3,No Incident,Noise,None,0,Full,Yes,88.7,28.7,162,6.3,0,Procedure Update,Environmental
SAF-001182,2024-03-26,Afternoon,Plant-B,Assembly,W-0170,2.4,No Incident,Thermal,None,27,Partial,Yes,88.8,43.2,170,2.9,3,Procedure Update,N/A
SAF-001183,2024-12-09,Afternoon,Plant-A,Logistics,W-0094,7.0,No Incident,None,None,0,Full,Yes,60.9,30.1,101,7.8,0,None,N/A
SAF-001184,2024-03-25,Afternoon,Plant-C,Maintenance,W-0175,1.0,No Incident,Noise,None,0,Full,No,67.5,30.6,152,8.8,2,None,Equipment Failure
SAF-001185,2024-04-19,Afternoon,Plant-B,Painting,W-0200,0.2,No Incident,None,None,0,Full,Yes,76.5,36.8,190,8.4,2,None,Procedural
SAF-001186,2024-12-17,Afternoon,Plant-B,Logistics,W-0030,0.0,No Incident,Electrical,Low,0,Full,Yes,81.3,26.6,148,6.3,3,None,N/A
SAF-001187,2024-04-08,Afternoon,Plant-A,Welding,W-0098,12.7,No Incident,Thermal,None,0,Full,Yes,71.6,19.2,47,9.8,0,Training,N/A
