inspection_id,timestamp,batch_id,product_id,production_line,inspector_id,inspection_method,sample_size,defects_found,defect_type,dimension_mm,tolerance_upper_mm,tolerance_lower_mm,hardness_HRC,surface_roughness_Ra,weight_g,pass_fail,disposition,cpk,notes
QI-001555,2024-01-03 03:48:06,BATCH-0003978,PROD-001,LINE-10,QI-015,CMM,32,4,Burr,49.8411,50.5,49.5,59.6,0.876,256.68,Pass,Accept,1.054,Within spec
QI-001556,2024-01-03 03:50:18,BATCH-0007003,PROD-023,LINE-8,QI-009,Laser Scan,21,9,Burr,50.3849,50.5,49.5,57.5,0.524,251.77,Pass,Accept,1.392,Within spec
QI-001557,2024-01-03 03:52:04,BATCH-0001488,PROD-022,LINE-10,QI-019,Visual,96,7,Porosity,49.9013,50.5,49.5,63.0,1.268,252.16,Pass,Accept,1.279,Minor deviation
QI-001558,2024-01-03 03:54:15,BATCH-0008182,PROD-024,LINE-1,QI-004,Ultrasonic,81,0,Surface Finish,49.9874,50.5,49.5,57.3,1.316,246.41,Fail,Accept,1.393,Critical failure
QI-001559,2024-01-03 03:56:16,BATCH-0009692,PROD-004,LINE-3,QI-010,Ultrasonic,70,3,Scratch,50.4893,50.5,49.5,58.0,0.2,249.13,Pass,Accept,1.504,Critical failure
QI-001560,2024-01-03 03:58:17,BATCH-0004336,PROD-014,LINE-9,QI-016,Ultrasonic,99,11,Crack,50.2357,50.5,49.5,59.8,1.158,250.78,Pass,Accept,1.476,Needs rework
QI-001561,2024-01-03 04:00:09,BATCH-0009338,PROD-004,LINE-7,QI-003,CMM,85,14,NONE,50.036,50.5,49.5,58.4,2.723,254.68,Pass,Accept,1.225,Minor deviation
QI-001562,2024-01-03 04:02:24,BATCH-0006786,PROD-014,LINE-4,QI-001,X-Ray,13,11,Contamination,49.7059,50.5,49.5,58.6,1.349,247.5,Pass,Accept,1.77,OK
QI-001563,2024-01-03 04:04:08,BATCH-0004302,PROD-015,LINE-9,QI-012,Ultrasonic,15,11,NONE,50.0732,50.5,49.5,57.6,3.788,258.74,Pass,Accept,1.307,Within spec
QI-001564,2024-01-03 04:06:15,BATCH-0005508,PROD-002,LINE-6,QI-009,Laser Scan,55,4,Burr,49.2389,50.5,49.5,56.8,1.234,244.62,Pass,Accept,1.441,OK
QI-001565,2024-01-03 04:08:20,BATCH-0005019,PROD-008,LINE-5,QI-010,CMM,76,0,Crack,49.7707,50.5,49.5,55.5,2.193,247.99,Pass,Accept,1.465,Critical failure
QI-001566,2024-01-03 04:10:19,BATCH-0009905,PROD-002,LINE-8,QI-015,Visual,66,0,Missing Feature,49.4871,50.5,49.5,58.9,0.2,247.94,Pass,Accept,2.025,Minor deviation
QI-001567,2024-01-03 04:12:01,BATCH-0005806,PROD-009,LINE-7,QI-019,Laser Scan,13,12,Scratch,51.0507,50.5,49.5,58.5,0.357,250.18,Pass,Accept,1.094,Critical failure
QI-001568,2024-01-03 04:14:18,BATCH-0005801,PROD-007,LINE-5,QI-007,Ultrasonic,58,1,Porosity,49.6681,50.5,49.5,57.7,0.43,242.65,Pass,Accept,1.175,OK
QI-001569,2024-01-03 04:16:17,BATCH-0007478,PROD-018,LINE-9,QI-011,Manual Gauge,60,2,NONE,50.1968,50.5,49.5,54.8,0.2,245.54,Pass,Accept,1.689,Minor deviation
QI-001570,2024-01-03 04:18:12,BATCH-0008308,PROD-011,LINE-10,QI-020,Ultrasonic,26,7,Scratch,50.6208,50.5,49.5,57.9,2.758,256.45,Pass,Accept,1.855,OK
QI-001571,2024-01-03 04:20:25,BATCH-0001901,PROD-022,LINE-9,QI-013,X-Ray,70,5,Crack,49.9264,50.5,49.5,58.8,0.2,245.83,Pass,Accept,1.102,OK
QI-001572,2024-01-03 04:22:06,BATCH-0002840,PROD-006,LINE-4,QI-001,CMM,34,14,NONE,50.2037,50.5,49.5,57.9,0.2,250.86,Pass,Accept,1.806,Needs rework
QI-001573,2024-01-03 04:24:13,BATCH-0007351,PROD-021,LINE-3,QI-014,Ultrasonic,16,11,Crack,49.5441,50.5,49.5,58.2,0.747,244.57,Pass,Accept,1.657,Within spec
QI-001574,2024-01-03 04:26:02,BATCH-0003163,PROD-023,LINE-10,QI-014,X-Ray,72,1,NONE,49.7713,50.5,49.5,53.8,1.797,254.33,Pass,Accept,1.262,Needs rework
QI-001575,2024-01-03 04:28:10,BATCH-0001790,PROD-023,LINE-9,QI-006,Laser Scan,75,10,NONE,50.9546,50.5,49.5,54.6,2.559,254.39,Pass,Accept,0.955,Within spec
QI-001576,2024-01-03 04:30:04,BATCH-0008078,PROD-024,LINE-8,QI-001,Laser Scan,82,12,NONE,49.6812,50.5,49.5,57.7,0.2,254.62,Pass,Scrap,1.925,Needs rework
QI-001577,2024-01-03 04:32:15,BATCH-0004717,PROD-023,LINE-3,QI-001,Manual Gauge,18,5,NONE,49.2819,50.5,49.5,57.4,0.464,248.15,Pass,Accept,1.459,Needs rework
QI-001578,2024-01-03 04:34:12,BATCH-0002355,PROD-018,LINE-2,QI-017,CMM,15,11,Missing Feature,49.7008,50.5,49.5,59.3,0.2,252.98,Pass,Accept,1.218,OK
QI-001579,2024-01-03 04:36:19,BATCH-0007200,PROD-010,LINE-4,QI-016,Ultrasonic,23,10,Missing Feature,49.4407,50.5,49.5,56.1,1.176,246.74,Pass,Rework,1.364,Critical failure
QI-001580,2024-01-03 04:38:10,BATCH-0001745,PROD-013,LINE-10,QI-013,Manual Gauge,54,7,Burr,50.1481,50.5,49.5,58.8,4.08,252.96,Pass,Accept,1.381,Needs rework
QI-001581,2024-01-03 04:40:26,BATCH-0008669,PROD-020,LINE-5,QI-004,Laser Scan,32,4,NONE,50.7717,50.5,49.5,56.1,2.382,250.95,Pass,Accept,1.601,Minor deviation
QI-001582,2024-01-03 04:42:17,BATCH-0003746,PROD-006,LINE-3,QI-018,Laser Scan,42,10,Surface Finish,50.4577,50.5,49.5,57.2,0.297,250.96,Pass,Accept,1.361,Within spec
QI-001583,2024-01-03 04:44:25,BATCH-0002175,PROD-005,LINE-10,QI-013,Visual,5,13,Missing Feature,50.7082,50.5,49.5,54.9,0.545,246.14,Pass,Accept,0.989,Within spec
QI-001584,2024-01-03 04:46:25,BATCH-0002377,PROD-013,LINE-7,QI-018,Manual Gauge,96,11,NONE,49.8224,50.5,49.5,56.8,0.829,254.54,Pass,Accept,2.103,Needs rework
QI-001585,2024-01-03 04:48:27,BATCH-0004586,PROD-007,LINE-1,QI-008,X-Ray,13,12,Missing Feature,49.8709,50.5,49.5,58.8,0.246,246.57,Pass,Accept,1.679,Minor deviation
QI-001586,2024-01-03 04:50:27,BATCH-0000388,PROD-018,LINE-5,QI-013,Visual,16,13,Missing Feature,49.4758,50.5,49.5,58.2,1.202,257.42,Pass,Rework,1.563,Minor deviation
QI-001587,2024-01-03 04:52:09,BATCH-0002645,PROD-023,LINE-1,QI-002,Ultrasonic,39,13,Crack,50.1271,50.5,49.5,53.3,0.309,249.12,Pass,Accept,1.334,Needs rework
QI-001588,2024-01-03 04:54:09,BATCH-0003495,PROD-007,LINE-3,QI-005,Ultrasonic,46,0,Dimensional,50.0616,50.5,49.5,59.6,0.659,256.34,Pass,Accept,1.585,Minor deviation
QI-001589,2024-01-03 04:56:09,BATCH-0009826,PROD-019,LINE-6,QI-005,Ultrasonic,25,7,Porosity,49.6663,50.5,49.5,54.3,0.2,244.21,Pass,Accept,1.398,Minor deviation
QI-001590,2024-01-03 04:58:04,BATCH-0003419,PROD-006,LINE-4,QI-004,CMM,68,5,Contamination,49.3662,50.5,49.5,60.9,0.291,245.93,Pass,Accept,1.803,Within spec
QI-001591,2024-01-03 05:00:00,BATCH-0006458,PROD-023,LINE-4,QI-017,Manual Gauge,92,4,NONE,50.2993,50.5,49.5,56.9,0.2,241.84,Fail,Accept,1.847,Within spec
QI-001592,2024-01-03 05:02:04,BATCH-0002120,PROD-025,LINE-9,QI-011,Laser Scan,66,13,Contamination,49.9121,50.5,49.5,58.2,0.2,243.8,Pass,Accept,1.879,Minor deviation
QI-001593,2024-01-03 05:04:05,BATCH-0007796,PROD-006,LINE-10,QI-013,X-Ray,66,0,Surface Finish,50.5238,50.5,49.5,54.3,0.933,255.3,Pass,Accept,1.157,Minor deviation
QI-001594,2024-01-03 05:06:25,BATCH-0006349,PROD-007,LINE-2,QI-001,Ultrasonic,36,7,Burr,49.4903,50.5,49.5,55.9,1.398,250.26,Pass,Accept,1.85,Minor deviation
QI-001595,2024-01-03 05:08:08,BATCH-0001678,PROD-020,LINE-2,QI-008,CMM,10,0,Scratch,49.9013,50.5,49.5,56.8,0.249,251.39,Pass,Accept,1.009,OK
QI-001596,2024-01-03 05:10:22,BATCH-0007564,PROD-006,LINE-8,QI-018,Visual,31,7,NONE,49.7989,50.5,49.5,58.7,0.2,246.92,Pass,Scrap,1.554,Needs rework
QI-001597,2024-01-03 05:12:17,BATCH-0006696,PROD-020,LINE-1,QI-002,Ultrasonic,89,2,Crack,50.012,50.5,49.5,57.4,0.2,253.84,Pass,Accept,1.726,Critical failure
QI-001598,2024-01-03 05:14:04,BATCH-0004434,PROD-020,LINE-6,QI-015,X-Ray,46,0,NONE,50.3487,50.5,49.5,55.9,5.85,253.36,Pass,Accept,1.329,Critical failure
QI-001599,2024-01-03 05:16:08,BATCH-0000499,PROD-018,LINE-3,QI-006,Laser Scan,68,3,Crack,50.3768,50.5,49.5,63.1,0.2,253.93,Pass,Accept,1.696,Minor deviation
QI-001600,2024-01-03 05:18:17,BATCH-0004535,PROD-014,LINE-8,QI-015,Visual,23,10,Scratch,49.7905,50.5,49.5,62.0,1.305,254.88,Pass,Accept,1.034,Needs rework
QI-001601,2024-01-03 05:20:17,BATCH-0000663,PROD-024,LINE-9,QI-018,Laser Scan,63,10,Surface Finish,49.6615,50.5,49.5,53.9,1.932,247.06,Pass,Accept,1.631,Needs rework
QI-001602,2024-01-03 05:22:26,BATCH-0004558,PROD-005,LINE-8,QI-017,Ultrasonic,21,1,NONE,49.8125,50.5,49.5,60.0,1.985,252.16,Pass,Accept,1.35,OK
QI-001603,2024-01-03 05:24:12,BATCH-0006381,PROD-025,LINE-1,QI-013,Ultrasonic,37,14,NONE,50.14,50.5,49.5,65.0,3.031,248.84,Fail,Accept,2.133,Needs rework
QI-001604,2024-01-03 05:26:06,BATCH-0005511,PROD-010,LINE-4,QI-007,Ultrasonic,57,3,Scratch,49.3425,50.5,49.5,59.2,2.956,253.15,Pass,Accept,1.938,OK
QI-001605,2024-01-03 05:28:23,BATCH-0006007,PROD-009,LINE-8,QI-020,Laser Scan,90,1,Scratch,49.1849,50.5,49.5,59.1,0.601,255.7,Pass,Accept,1.176,OK
QI-001606,2024-01-03 05:30:02,BATCH-0001627,PROD-020,LINE-10,QI-006,Manual Gauge,99,11,Porosity,50.1311,50.5,49.5,56.5,0.2,250.81,Pass,Rework,1.227,Needs rework
QI-001607,2024-01-03 05:32:07,BATCH-0001324,PROD-019,LINE-4,QI-017,Visual,6,9,Scratch,49.6628,50.5,49.5,54.8,0.475,245.96,Pass,Hold,1.394,Critical failure
QI-001608,2024-01-03 05:34:27,BATCH-0002677,PROD-016,LINE-7,QI-020,X-Ray,68,6,Burr,50.6323,50.5,49.5,56.7,0.723,259.24,Pass,Accept,1.173,OK
QI-001609,2024-01-03 05:36:14,BATCH-0009052,PROD-011,LINE-4,QI-001,X-Ray,76,0,Missing Feature,50.2588,50.5,49.5,57.6,0.278,247.14,Pass,Accept,1.935,OK
QI-001610,2024-01-03 05:38:07,BATCH-0006190,PROD-007,LINE-5,QI-006,Manual Gauge,98,6,Burr,49.7803,50.5,49.5,56.4,1.397,251.52,Pass,Accept,1.457,Needs rework
QI-001611,2024-01-03 05:40:14,BATCH-0003792,PROD-017,LINE-2,QI-008,CMM,82,14,Crack,50.7041,50.5,49.5,59.6,3.656,252.84,Pass,Accept,1.425,Minor deviation
QI-001612,2024-01-03 05:42:02,BATCH-0008269,PROD-018,LINE-6,QI-005,CMM,19,6,Burr,50.5841,50.5,49.5,52.4,0.208,247.42,Pass,Accept,0.709,OK
QI-001613,2024-01-03 05:44:09,BATCH-0001302,PROD-016,LINE-2,QI-014,CMM,95,0,Contamination,51.0686,50.5,49.5,55.3,1.216,243.47,Pass,Accept,1.246,OK
QI-001614,2024-01-03 05:46:11,BATCH-0002012,PROD-025,LINE-1,QI-003,Visual,20,12,Burr,50.3569,50.5,49.5,62.3,0.514,249.34,Pass,Accept,1.095,Minor deviation
QI-001615,2024-01-03 05:48:01,BATCH-0000261,PROD-022,LINE-7,QI-011,X-Ray,11,11,Crack,49.0079,50.5,49.5,56.6,0.495,248.81,Pass,Rework,1.511,OK
QI-001616,2024-01-03 05:50:07,BATCH-0005738,PROD-007,LINE-5,QI-015,Manual Gauge,83,14,Burr,50.5847,50.5,49.5,60.6,0.24,256.55,Fail,Accept,1.855,Within spec
QI-001617,2024-01-03 05:52:30,BATCH-0000108,PROD-002,LINE-7,QI-017,Manual Gauge,22,2,Surface Finish,50.5821,50.5,49.5,55.5,1.104,256.21,Pass,Accept,1.299,Within spec
QI-001618,2024-01-03 05:54:02,BATCH-0002226,PROD-013,LINE-1,QI-006,Visual,84,5,NONE,50.2266,50.5,49.5,56.3,1.485,254.86,Pass,Accept,1.792,Within spec
QI-001619,2024-01-03 05:56:26,BATCH-0002151,PROD-003,LINE-2,QI-012,Manual Gauge,24,10,NONE,50.3464,50.5,49.5,58.8,0.212,258.45,Pass,Accept,1.448,OK
QI-001620,2024-01-03 05:58:26,BATCH-0008715,PROD-020,LINE-9,QI-011,Laser Scan,75,12,Dimensional,50.078,50.5,49.5,62.4,2.273,253.41,Pass,Rework,1.364,Critical failure
QI-001621,2024-01-03 06:00:27,BATCH-0009882,PROD-015,LINE-4,QI-003,X-Ray,38,1,NONE,49.7861,50.5,49.5,53.5,0.2,247.65,Fail,Accept,1.682,Minor deviation
QI-001622,2024-01-03 06:02:03,BATCH-0002654,PROD-016,LINE-7,QI-003,Visual,88,4,NONE,50.2872,50.5,49.5,59.3,0.2,252.15,Pass,Accept,1.033,Critical failure
QI-001623,2024-01-03 06:04:29,BATCH-0000621,PROD-011,LINE-5,QI-003,Ultrasonic,53,3,Contamination,49.184,50.5,49.5,60.6,3.463,254.66,Pass,Hold,2.256,Minor deviation
QI-001624,2024-01-03 06:06:17,BATCH-0007813,PROD-022,LINE-4,QI-007,Laser Scan,35,8,NONE,48.9744,50.5,49.5,59.2,5.387,247.27,Pass,Accept,1.313,Minor deviation
QI-001625,2024-01-03 06:08:01,BATCH-0004784,PROD-016,LINE-1,QI-010,Manual Gauge,11,5,Crack,50.374,50.5,49.5,52.1,1.537,247.95,Pass,Accept,0.947,Critical failure
QI-001626,2024-01-03 06:10:22,BATCH-0005547,PROD-003,LINE-2,QI-002,Ultrasonic,57,8,Crack,49.9779,50.5,49.5,60.1,0.332,250.25,Pass,Accept,1.254,OK
QI-001627,2024-01-03 06:12:04,BATCH-0009629,PROD-012,LINE-1,QI-018,CMM,5,0,NONE,50.2502,50.5,49.5,60.5,2.087,252.2,Pass,Accept,1.191,Minor deviation
QI-001628,2024-01-03 06:14:12,BATCH-0005842,PROD-007,LINE-9,QI-009,X-Ray,92,5,NONE,49.232,50.5,49.5,60.8,0.486,252.33,Pass,Accept,1.474,Within spec
QI-001629,2024-01-03 06:16:21,BATCH-0002781,PROD-005,LINE-8,QI-016,Manual Gauge,90,0,Crack,49.9121,50.5,49.5,56.9,0.2,249.38,Pass,Accept,1.159,Within spec
QI-001630,2024-01-03 06:18:12,BATCH-0008617,PROD-024,LINE-1,QI-011,Visual,58,3,NONE,49.4456,50.5,49.5,53.7,3.864,252.64,Pass,Accept,1.366,Within spec
QI-001631,2024-01-03 06:20:20,BATCH-0002210,PROD-022,LINE-9,QI-019,Manual Gauge,46,13,Dimensional,50.7426,50.5,49.5,59.1,0.508,243.7,Pass,Accept,1.39,OK
QI-001632,2024-01-03 06:22:18,BATCH-0007248,PROD-021,LINE-2,QI-011,CMM,58,11,Contamination,49.9115,50.5,49.5,56.7,1.416,248.55,Pass,Accept,1.094,Critical failure
QI-001633,2024-01-03 06:24:25,BATCH-0006882,PROD-013,LINE-2,QI-009,Ultrasonic,12,11,Surface Finish,49.8609,50.5,49.5,55.4,0.477,241.46,Pass,Accept,1.846,Minor deviation
QI-001634,2024-01-03 06:26:03,BATCH-0008035,PROD-014,LINE-4,QI-018,Manual Gauge,39,2,NONE,50.9729,50.5,49.5,56.7,0.549,239.48,Pass,Accept,1.727,Within spec
QI-001635,2024-01-03 06:28:29,BATCH-0007890,PROD-003,LINE-1,QI-017,X-Ray,21,2,NONE,49.5696,50.5,49.5,58.3,1.816,257.81,Pass,Accept,1.571,Within spec
QI-001636,2024-01-03 06:30:08,BATCH-0004472,PROD-015,LINE-2,QI-002,X-Ray,88,3,Crack,50.0542,50.5,49.5,53.2,2.821,250.46,Pass,Accept,1.495,Minor deviation
QI-001637,2024-01-03 06:32:25,BATCH-0002992,PROD-010,LINE-8,QI-019,X-Ray,45,2,NONE,50.4196,50.5,49.5,55.4,1.093,247.49,Pass,Accept,0.944,Critical failure
QI-001638,2024-01-03 06:34:03,BATCH-0003380,PROD-023,LINE-8,QI-009,Visual,35,9,Porosity,49.7195,50.5,49.5,55.2,0.935,256.8,Pass,Accept,1.15,Needs rework
QI-001639,2024-01-03 06:36:19,BATCH-0003444,PROD-022,LINE-4,QI-004,Laser Scan,71,10,Contamination,50.6221,50.5,49.5,57.7,0.877,254.56,Pass,Accept,2.033,Minor deviation
QI-001640,2024-01-03 06:38:24,BATCH-0005216,PROD-009,LINE-9,QI-008,Laser Scan,71,0,NONE,49.3655,50.5,49.5,60.0,0.799,244.17,Pass,Accept,1.427,Minor deviation
QI-001641,2024-01-03 06:40:07,BATCH-0004342,PROD-019,LINE-8,QI-006,CMM,88,2,Crack,50.01,50.5,49.5,58.1,1.936,250.19,Pass,Accept,1.403,Within spec
QI-001642,2024-01-03 06:42:21,BATCH-0003556,PROD-012,LINE-5,QI-006,CMM,77,5,Contamination,49.1017,50.5,49.5,58.8,0.262,257.92,Pass,Accept,1.459,Critical failure
QI-001643,2024-01-03 06:44:18,BATCH-0003756,PROD-012,LINE-4,QI-011,Laser Scan,25,6,NONE,50.0597,50.5,49.5,55.8,0.2,249.63,Pass,Accept,0.823,Minor deviation
QI-001644,2024-01-03 06:46:13,BATCH-0007485,PROD-010,LINE-7,QI-013,Manual Gauge,74,4,Burr,50.2712,50.5,49.5,63.3,0.2,244.74,Pass,Accept,1.295,Within spec
QI-001645,2024-01-03 06:48:00,BATCH-0003171,PROD-025,LINE-9,QI-003,Visual,16,13,Burr,51.118,50.5,49.5,57.2,0.704,251.25,Pass,Accept,1.615,Minor deviation
QI-001646,2024-01-03 06:50:12,BATCH-0002183,PROD-011,LINE-1,QI-003,Manual Gauge,16,7,Porosity,49.8469,50.5,49.5,55.2,1.201,254.03,Pass,Accept,1.242,Within spec
QI-001647,2024-01-03 06:52:02,BATCH-0007217,PROD-010,LINE-3,QI-012,X-Ray,13,10,Missing Feature,50.1735,50.5,49.5,63.2,0.463,257.76,Pass,Accept,1.403,OK
QI-001648,2024-01-03 06:54:00,BATCH-0008521,PROD-014,LINE-1,QI-011,Ultrasonic,64,7,NONE,50.0125,50.5,49.5,58.4,0.205,246.6,Pass,Accept,1.816,Minor deviation
QI-001649,2024-01-03 06:56:08,BATCH-0003539,PROD-005,LINE-5,QI-013,Visual,57,10,Crack,49.3806,50.5,49.5,56.2,0.396,244.46,Pass,Accept,1.597,Within spec
QI-001650,2024-01-03 06:58:14,BATCH-0009961,PROD-007,LINE-3,QI-020,CMM,89,5,NONE,50.2812,50.5,49.5,62.0,0.2,247.48,Fail,Accept,1.251,Needs rework
QI-001651,2024-01-03 07:00:29,BATCH-0006853,PROD-003,LINE-2,QI-018,Laser Scan,60,4,Scratch,49.5568,50.5,49.5,57.3,1.604,248.83,Pass,Scrap,1.457,OK
QI-001652,2024-01-03 07:02:25,BATCH-0009478,PROD-009,LINE-1,QI-019,Manual Gauge,72,5,NONE,49.3861,50.5,49.5,53.7,0.2,250.13,Pass,Accept,1.82,Critical failure
QI-001653,2024-01-03 07:04:25,BATCH-0003066,PROD-024,LINE-8,QI-017,Visual,79,11,NONE,49.847,50.5,49.5,58.7,3.03,243.3,Pass,Accept,1.476,Needs rework
QI-001654,2024-01-03 07:06:02,BATCH-0001308,PROD-014,LINE-1,QI-014,Laser Scan,74,3,Missing Feature,49.6281,50.5,49.5,62.3,0.2,244.72,Pass,Accept,1.74,OK
QI-001655,2024-01-03 07:08:27,BATCH-0005648,PROD-018,LINE-6,QI-002,X-Ray,96,10,Crack,49.8972,50.5,49.5,56.2,0.362,244.4,Pass,Accept,1.979,Needs rework
QI-001656,2024-01-03 07:10:16,BATCH-0001962,PROD-024,LINE-5,QI-020,Manual Gauge,81,8,Contamination,50.6643,50.5,49.5,59.6,0.965,248.36,Fail,Accept,1.367,OK
QI-001657,2024-01-03 07:12:18,BATCH-0000673,PROD-022,LINE-9,QI-007,Manual Gauge,5,10,Contamination,50.1081,50.5,49.5,61.0,0.413,242.25,Pass,Accept,1.495,Needs rework
QI-001658,2024-01-03 07:14:26,BATCH-0000196,PROD-003,LINE-7,QI-014,CMM,72,3,Missing Feature,49.0399,50.5,49.5,58.0,0.589,250.19,Pass,Accept,1.694,Critical failure
QI-001659,2024-01-03 07:16:23,BATCH-0002261,PROD-003,LINE-6,QI-019,Laser Scan,31,12,NONE,50.105,50.5,49.5,63.5,1.647,245.65,Pass,Accept,1.604,Needs rework
QI-001660,2024-01-03 07:18:03,BATCH-0006216,PROD-006,LINE-7,QI-012,Ultrasonic,48,3,Crack,49.7793,50.5,49.5,60.4,2.412,255.4,Pass,Accept,1.652,Within spec
QI-001661,2024-01-03 07:20:26,BATCH-0000024,PROD-020,LINE-10,QI-016,Manual Gauge,59,0,NONE,50.0175,50.5,49.5,58.8,0.2,258.61,Pass,Accept,1.375,Within spec
QI-001662,2024-01-03 07:22:03,BATCH-0008024,PROD-001,LINE-3,QI-002,Laser Scan,75,6,Crack,50.4507,50.5,49.5,56.0,0.562,251.79,Pass,Accept,1.282,OK
QI-001663,2024-01-03 07:24:26,BATCH-0007226,PROD-011,LINE-2,QI-016,X-Ray,82,4,Scratch,49.7587,50.5,49.5,61.5,0.497,252.03,Pass,Accept,1.105,OK
QI-001664,2024-01-03 07:26:18,BATCH-0002706,PROD-018,LINE-10,QI-008,Ultrasonic,69,13,NONE,49.7472,50.5,49.5,57.9,0.2,250.18,Fail,Accept,1.52,Minor deviation
QI-001665,2024-01-03 07:28:25,BATCH-0001110,PROD-022,LINE-6,QI-001,Visual,10,2,Burr,49.9501,50.5,49.5,52.5,0.992,254.43,Pass,Accept,1.767,Critical failure
QI-001666,2024-01-03 07:30:25,BATCH-0004219,PROD-024,LINE-5,QI-019,Manual Gauge,33,11,Dimensional,49.921,50.5,49.5,53.3,0.794,250.18,Pass,Accept,1.241,OK
QI-001667,2024-01-03 07:32:19,BATCH-0003174,PROD-015,LINE-4,QI-012,CMM,40,9,Surface Finish,50.5461,50.5,49.5,60.4,0.405,248.37,Pass,Accept,1.925,Critical failure
QI-001668,2024-01-03 07:34:04,BATCH-0004119,PROD-006,LINE-10,QI-015,Visual,20,10,NONE,49.8871,50.5,49.5,57.6,1.935,255.12,Pass,Accept,2.272,OK
QI-001669,2024-01-03 07:36:23,BATCH-0008552,PROD-024,LINE-9,QI-019,X-Ray,46,7,Scratch,50.4588,50.5,49.5,51.5,0.29,257.78,Pass,Accept,1.558,Needs rework
QI-001670,2024-01-03 07:38:10,BATCH-0006314,PROD-007,LINE-6,QI-013,Ultrasonic,74,6,Missing Feature,50.1023,50.5,49.5,58.2,0.217,245.93,Pass,Accept,1.228,Minor deviation
QI-001671,2024-01-03 07:40:27,BATCH-0009327,PROD-020,LINE-6,QI-001,Laser Scan,13,10,Crack,50.1877,50.5,49.5,56.6,0.751,255.92,Pass,Accept,1.621,Needs rework
QI-001672,2024-01-03 07:42:30,BATCH-0006270,PROD-021,LINE-9,QI-007,Manual Gauge,95,4,Burr,50.1286,50.5,49.5,62.6,2.657,243.03,Pass,Accept,1.081,Minor deviation
QI-001673,2024-01-03 07:44:12,BATCH-0005625,PROD-021,LINE-5,QI-020,Laser Scan,7,2,Contamination,50.1474,50.5,49.5,55.2,0.871,248.57,Pass,Accept,1.582,Critical failure
QI-001674,2024-01-03 07:46:30,BATCH-0003549,PROD-010,LINE-9,QI-018,X-Ray,67,4,NONE,50.3416,50.5,49.5,56.8,3.012,248.93,Pass,Scrap,1.593,Critical failure
QI-001675,2024-01-03 07:48:21,BATCH-0008139,PROD-009,LINE-3,QI-004,Ultrasonic,77,6,Scratch,49.8847,50.5,49.5,58.3,0.393,252.29,Pass,Accept,1.556,Needs rework
QI-001676,2024-01-03 07:50:21,BATCH-0001119,PROD-006,LINE-6,QI-002,Ultrasonic,55,1,Porosity,50.3802,50.5,49.5,59.7,0.373,248.84,Pass,Hold,0.607,OK
QI-001677,2024-01-03 07:52:19,BATCH-0005918,PROD-017,LINE-8,QI-017,Ultrasonic,30,14,NONE,50.6362,50.5,49.5,57.9,0.222,246.58,Pass,Accept,1.253,OK
QI-001678,2024-01-03 07:54:04,BATCH-0005841,PROD-004,LINE-5,QI-006,CMM,40,11,Crack,49.3065,50.5,49.5,58.9,1.224,245.82,Pass,Accept,1.077,Critical failure
QI-001679,2024-01-03 07:56:28,BATCH-0007806,PROD-023,LINE-4,QI-006,X-Ray,85,1,Surface Finish,49.4129,50.5,49.5,57.5,1.004,248.62,Pass,Accept,0.949,Within spec
QI-001680,2024-01-03 07:58:09,BATCH-0004074,PROD-014,LINE-3,QI-012,Ultrasonic,64,12,NONE,49.8595,50.5,49.5,60.4,0.475,251.38,Pass,Accept,1.157,Minor deviation
QI-001681,2024-01-03 08:00:23,BATCH-0001826,PROD-016,LINE-8,QI-016,X-Ray,69,0,Contamination,49.8085,50.5,49.5,50.3,0.322,248.99,Pass,Accept,1.85,Critical failure
QI-001682,2024-01-03 08:02:15,BATCH-0000432,PROD-016,LINE-5,QI-001,X-Ray,94,2,NONE,50.0729,50.5,49.5,60.4,0.2,248.22,Pass,Scrap,1.468,Minor deviation
QI-001683,2024-01-03 08:04:13,BATCH-0005835,PROD-022,LINE-1,QI-008,Manual Gauge,29,13,Burr,49.0805,50.5,49.5,60.3,0.724,246.4,Pass,Accept,1.55,Needs rework
QI-001684,2024-01-03 08:06:17,BATCH-0002974,PROD-010,LINE-9,QI-016,Laser Scan,46,1,NONE,50.4562,50.5,49.5,56.6,0.382,247.64,Pass,Accept,1.186,OK
QI-001685,2024-01-03 08:08:17,BATCH-0000071,PROD-023,LINE-2,QI-015,Visual,32,9,Dimensional,50.5092,50.5,49.5,59.2,0.245,249.45,Pass,Accept,1.114,Within spec
QI-001686,2024-01-03 08:10:21,BATCH-0009181,PROD-013,LINE-7,QI-009,Visual,71,8,NONE,49.9766,50.5,49.5,54.5,1.96,255.05,Pass,Accept,1.142,Minor deviation
QI-001687,2024-01-03 08:12:24,BATCH-0009303,PROD-012,LINE-1,QI-012,CMM,44,5,Porosity,49.9842,50.5,49.5,63.3,2.946,249.71,Pass,Accept,1.811,Minor deviation
QI-001688,2024-01-03 08:14:06,BATCH-0009166,PROD-010,LINE-4,QI-017,Visual,26,2,Scratch,49.637,50.5,49.5,57.4,2.144,253.4,Pass,Accept,1.308,Within spec
QI-001689,2024-01-03 08:16:09,BATCH-0003188,PROD-018,LINE-1,QI-019,Manual Gauge,66,7,Contamination,49.4748,50.5,49.5,59.8,0.2,250.33,Pass,Accept,1.807,Critical failure
