production_id,date,shift,plant,production_line,machine_id,product_id,planned_units,actual_units,defective_units,scrap_units,cycle_time_sec,oee_pct,availability_pct,performance_pct,quality_pct,raw_material_used_kg,batch_id,operator_id,stoppage_minutes
PRD-000652,2024-07-08,Night,Plant-A,LINE-6,MCH-041,PROD-024,1242,1979,62,21,48.3,66.21,86.12,99.49,94.98,513.33,BATCH-0000652,W-0011,5.5
PRD-000653,2024-06-08,Night,Plant-A,LINE-1,MCH-022,PROD-002,1129,1294,48,33,35.46,83.3,86.81,94.86,94.33,406.84,BATCH-0000653,W-0013,7.0
PRD-000654,2024-04-10,Afternoon,Plant-B,LINE-9,MCH-042,PROD-024,1683,1660,82,5,60.98,75.08,93.91,87.87,92.02,509.05,BATCH-0000654,W-0138,14.5
PRD-000655,2024-12-02,Morning,Plant-C,LINE-1,MCH-038,PROD-003,1884,1659,3,17,38.56,73.38,86.38,80.39,94.24,367.5,BATCH-0000655,W-0110,21.0
PRD-000656,2024-05-22,Night,Plant-B,LINE-3,MCH-044,PROD-015,995,972,80,16,51.82,94.66,95.09,82.48,99.39,391.99,BATCH-0000656,W-0074,0.8
PRD-000657,2024-02-12,Morning,Plant-B,LINE-2,MCH-050,PROD-021,1022,884,62,31,45.84,73.63,96.8,89.48,98.78,438.83,BATCH-0000657,W-0020,15.7
PRD-000658,2024-04-05,Night,Plant-B,LINE-2,MCH-034,PROD-022,1311,559,97,0,51.29,77.27,88.77,87.52,98.77,317.28,BATCH-0000658,W-0177,39.9
PRD-000659,2024-05-06,Night,Plant-C,LINE-5,MCH-035,PROD-002,1040,1701,63,11,59.98,80.22,90.5,85.05,96.11,499.18,BATCH-0000659,W-0058,15.2
PRD-000660,2024-01-16,Morning,Plant-C,LINE-2,MCH-040,PROD-017,600,780,36,20,37.58,72.34,87.23,77.62,97.38,384.43,BATCH-0000660,W-0106,0.3
PRD-000661,2024-03-01,Morning,Plant-C,LINE-3,MCH-017,PROD-004,1573,1326,35,31,26.45,78.62,92.78,90.63,96.22,402.21,BATCH-0000661,W-0100,1.8
PRD-000662,2024-12-28,Morning,Plant-A,LINE-7,MCH-025,PROD-002,1848,1978,58,30,56.85,77.73,89.85,93.21,96.57,681.41,BATCH-0000662,W-0063,10.9
PRD-000663,2024-07-24,Afternoon,Plant-C,LINE-1,MCH-030,PROD-005,786,1832,46,15,44.73,91.52,82.02,88.2,95.47,669.1,BATCH-0000663,W-0180,38.5
PRD-000664,2024-01-27,Night,Plant-B,LINE-7,MCH-050,PROD-015,1703,718,48,1,40.71,76.84,91.18,96.9,96.01,500.13,BATCH-0000664,W-0107,39.4
PRD-000665,2024-06-08,Afternoon,Plant-C,LINE-7,MCH-047,PROD-016,1266,1554,29,47,36.12,94.76,87.13,94.63,98.05,442.58,BATCH-0000665,W-0102,2.8
PRD-000666,2024-11-08,Night,Plant-C,LINE-10,MCH-045,PROD-021,1384,1412,45,12,36.18,84.9,87.23,90.43,98.89,635.29,BATCH-0000666,W-0012,14.0
PRD-000667,2024-09-27,Morning,Plant-B,LINE-10,MCH-030,PROD-019,528,643,74,40,31.0,97.1,83.02,92.87,99.62,537.16,BATCH-0000667,W-0075,7.5
PRD-000668,2024-08-05,Afternoon,Plant-A,LINE-7,MCH-015,PROD-012,890,766,66,38,50.49,72.85,87.39,92.63,92.94,601.04,BATCH-0000668,W-0020,35.8
PRD-000669,2024-01-03,Night,Plant-B,LINE-5,MCH-032,PROD-001,1257,1131,60,30,34.84,82.19,88.15,91.6,96.68,498.46,BATCH-0000669,W-0054,27.4
PRD-000670,2024-05-02,Afternoon,Plant-C,LINE-3,MCH-025,PROD-018,969,1433,90,5,52.22,77.64,100.0,77.69,97.47,402.62,BATCH-0000670,W-0008,5.3
PRD-000671,2024-09-11,Morning,Plant-C,LINE-2,MCH-034,PROD-019,766,1550,62,42,39.9,73.88,98.63,90.9,95.81,554.34,BATCH-0000671,W-0191,9.3
PRD-000672,2024-03-13,Morning,Plant-B,LINE-4,MCH-029,PROD-014,1096,797,45,19,49.2,78.23,90.74,89.47,97.02,352.85,BATCH-0000672,W-0127,8.9
PRD-000673,2024-02-21,Morning,Plant-B,LINE-6,MCH-014,PROD-001,605,1103,19,45,53.84,71.59,81.89,87.68,95.39,350.12,BATCH-0000673,W-0181,17.9
PRD-000674,2024-11-24,Night,Plant-B,LINE-10,MCH-037,PROD-009,1759,678,1,27,49.07,73.97,91.37,90.5,95.48,850.15,BATCH-0000674,W-0016,25.3
PRD-000675,2024-09-15,Night,Plant-C,LINE-3,MCH-029,PROD-013,1458,651,84,33,38.11,77.04,98.44,98.48,98.26,422.43,BATCH-0000675,W-0061,11.2
PRD-000676,2024-07-16,Morning,Plant-B,LINE-10,MCH-030,PROD-003,1148,1412,60,8,37.85,62.22,88.24,99.41,96.66,480.09,BATCH-0000676,W-0045,2.6
PRD-000677,2024-01-28,Morning,Plant-B,LINE-7,MCH-017,PROD-022,618,1100,39,33,35.52,70.45,94.46,91.81,97.91,613.62,BATCH-0000677,W-0002,48.0
PRD-000678,2024-01-30,Night,Plant-B,LINE-5,MCH-013,PROD-013,867,713,73,2,41.68,76.57,85.13,92.04,96.82,533.52,BATCH-0000678,W-0116,18.5
PRD-000679,2024-04-13,Morning,Plant-A,LINE-10,MCH-004,PROD-005,818,850,59,45,39.44,90.06,95.94,83.04,98.17,577.08,BATCH-0000679,W-0083,7.4
PRD-000680,2024-03-24,Night,Plant-B,LINE-2,MCH-001,PROD-023,1960,1027,33,36,37.81,63.11,81.46,92.62,95.97,578.17,BATCH-0000680,W-0035,18.0
PRD-000681,2024-02-01,Night,Plant-A,LINE-10,MCH-010,PROD-013,1543,1267,39,20,47.49,52.9,89.02,90.02,100.0,462.93,BATCH-0000681,W-0149,27.4
PRD-000682,2024-12-23,Afternoon,Plant-C,LINE-3,MCH-010,PROD-018,1694,1570,55,3,43.23,62.74,90.69,75.49,98.97,628.94,BATCH-0000682,W-0064,8.2
PRD-000683,2024-04-13,Morning,Plant-B,LINE-8,MCH-004,PROD-013,1901,1960,20,28,44.1,81.65,94.13,79.55,98.0,563.16,BATCH-0000683,W-0158,0.9
PRD-000684,2024-02-23,Night,Plant-B,LINE-1,MCH-035,PROD-021,1373,625,10,31,21.09,74.34,81.72,83.27,98.57,532.97,BATCH-0000684,W-0135,6.2
PRD-000685,2024-10-31,Night,Plant-A,LINE-6,MCH-023,PROD-015,1806,2059,25,31,40.25,71.54,90.49,83.88,99.86,487.39,BATCH-0000685,W-0088,0.5
PRD-000686,2024-08-16,Night,Plant-C,LINE-5,MCH-028,PROD-017,585,726,65,44,51.55,99.26,96.27,91.87,96.44,523.56,BATCH-0000686,W-0158,6.6
PRD-000687,2024-10-08,Night,Plant-B,LINE-5,MCH-043,PROD-005,1264,1420,4,21,39.61,75.2,91.38,81.88,94.14,514.06,BATCH-0000687,W-0144,23.0
PRD-000688,2024-10-30,Morning,Plant-A,LINE-7,MCH-023,PROD-003,1362,653,20,26,41.36,82.1,86.27,85.92,98.87,527.51,BATCH-0000688,W-0180,51.3
PRD-000689,2024-11-14,Afternoon,Plant-B,LINE-8,MCH-020,PROD-012,1656,1976,20,1,44.37,74.65,96.35,94.56,95.02,464.9,BATCH-0000689,W-0093,12.8
PRD-000690,2024-11-05,Afternoon,Plant-C,LINE-9,MCH-044,PROD-024,1668,1524,63,19,51.39,75.95,87.95,77.25,98.26,526.76,BATCH-0000690,W-0014,11.5
PRD-000691,2024-01-26,Morning,Plant-B,LINE-8,MCH-028,PROD-002,729,758,36,17,58.32,74.83,93.52,88.84,96.65,786.76,BATCH-0000691,W-0138,39.9
PRD-000692,2024-02-11,Night,Plant-C,LINE-10,MCH-041,PROD-016,1396,800,28,32,29.25,82.12,83.64,82.69,94.8,559.17,BATCH-0000692,W-0007,3.2
PRD-000693,2024-02-15,Afternoon,Plant-B,LINE-1,MCH-031,PROD-001,1064,2060,99,34,45.99,93.23,95.62,88.78,97.69,636.41,BATCH-0000693,W-0113,9.1
PRD-000694,2024-05-21,Morning,Plant-C,LINE-4,MCH-024,PROD-012,826,1998,83,31,44.79,77.22,93.15,85.76,98.01,545.2,BATCH-0000694,W-0156,16.6
PRD-000695,2024-01-17,Night,Plant-A,LINE-6,MCH-013,PROD-024,1744,1187,36,15,60.68,57.94,94.49,81.1,96.49,231.17,BATCH-0000695,W-0147,43.8
PRD-000696,2024-01-07,Night,Plant-C,LINE-4,MCH-005,PROD-003,1489,1824,19,37,41.87,89.01,90.66,80.71,94.85,525.68,BATCH-0000696,W-0112,7.8
PRD-000697,2024-04-17,Night,Plant-A,LINE-2,MCH-048,PROD-017,570,1531,32,32,39.07,82.65,85.93,84.67,95.75,481.19,BATCH-0000697,W-0198,5.4
PRD-000698,2024-06-01,Afternoon,Plant-C,LINE-4,MCH-002,PROD-013,1036,1535,62,39,47.93,78.05,92.26,83.11,100.0,498.67,BATCH-0000698,W-0194,0.4
PRD-000699,2024-08-31,Morning,Plant-A,LINE-4,MCH-036,PROD-017,970,1994,34,7,15.47,78.42,86.12,94.99,95.46,565.35,BATCH-0000699,W-0183,7.2
PRD-000700,2024-02-29,Morning,Plant-A,LINE-9,MCH-003,PROD-002,1641,1256,84,24,44.92,79.08,88.16,99.85,99.59,648.04,BATCH-0000700,W-0101,26.0
PRD-000701,2024-05-03,Afternoon,Plant-C,LINE-3,MCH-006,PROD-021,1246,747,35,12,47.73,86.92,82.65,78.6,94.47,474.62,BATCH-0000701,W-0193,17.0
PRD-000702,2024-02-24,Afternoon,Plant-B,LINE-9,MCH-017,PROD-011,1940,427,85,1,35.4,86.09,88.57,88.01,96.51,423.96,BATCH-0000702,W-0047,19.3
PRD-000703,2024-12-19,Morning,Plant-A,LINE-1,MCH-021,PROD-022,875,1645,13,25,48.27,71.89,94.39,81.07,94.03,555.37,BATCH-0000703,W-0126,7.1
PRD-000704,2024-09-11,Night,Plant-A,LINE-7,MCH-033,PROD-014,1398,1077,54,47,50.47,95.07,86.73,80.38,100.0,587.04,BATCH-0000704,W-0023,8.4
PRD-000705,2024-02-20,Afternoon,Plant-A,LINE-2,MCH-003,PROD-013,1673,1464,96,32,51.22,85.89,93.3,85.56,98.49,503.66,BATCH-0000705,W-0171,14.5
PRD-000706,2024-10-28,Afternoon,Plant-A,LINE-3,MCH-035,PROD-013,1180,1807,55,29,36.34,63.05,80.39,85.61,95.58,445.91,BATCH-0000706,W-0155,12.5
PRD-000707,2024-08-26,Morning,Plant-B,LINE-2,MCH-028,PROD-022,1999,675,16,15,35.7,86.34,87.81,87.33,94.66,338.62,BATCH-0000707,W-0164,1.3
PRD-000708,2024-11-29,Night,Plant-C,LINE-5,MCH-024,PROD-006,1006,1870,51,36,35.03,72.45,85.77,98.16,96.43,625.6,BATCH-0000708,W-0069,1.8
PRD-000709,2024-10-11,Morning,Plant-B,LINE-2,MCH-008,PROD-015,1249,1019,4,15,34.72,83.49,93.46,85.82,99.1,658.2,BATCH-0000709,W-0130,13.1
PRD-000710,2024-07-31,Night,Plant-B,LINE-2,MCH-015,PROD-023,527,999,72,28,42.73,87.69,100.0,96.4,94.24,535.44,BATCH-0000710,W-0036,11.6
PRD-000711,2024-01-24,Afternoon,Plant-B,LINE-2,MCH-015,PROD-023,1334,595,32,49,37.55,77.66,95.68,97.33,92.31,465.68,BATCH-0000711,W-0164,17.5
PRD-000712,2024-02-23,Night,Plant-C,LINE-5,MCH-009,PROD-010,717,1129,91,24,32.06,85.96,79.1,74.22,99.14,441.67,BATCH-0000712,W-0119,10.2
PRD-000713,2024-11-18,Afternoon,Plant-C,LINE-7,MCH-038,PROD-015,570,705,23,22,35.73,83.57,90.73,97.52,96.5,672.55,BATCH-0000713,W-0058,12.6
PRD-000714,2024-07-17,Afternoon,Plant-A,LINE-5,MCH-010,PROD-006,1143,1871,96,2,39.12,71.44,97.73,85.51,99.38,544.99,BATCH-0000714,W-0099,5.0
PRD-000715,2024-03-20,Morning,Plant-A,LINE-9,MCH-027,PROD-019,1224,591,38,25,39.57,95.75,92.81,95.56,96.74,511.76,BATCH-0000715,W-0144,6.2
PRD-000716,2024-06-30,Morning,Plant-A,LINE-8,MCH-024,PROD-019,973,1855,93,36,28.19,68.05,81.51,85.08,95.66,729.01,BATCH-0000716,W-0183,22.3
PRD-000717,2024-12-16,Morning,Plant-B,LINE-7,MCH-028,PROD-017,1732,1341,10,41,37.77,96.12,95.17,81.26,96.09,521.2,BATCH-0000717,W-0087,16.6
PRD-000718,2024-11-11,Night,Plant-B,LINE-6,MCH-033,PROD-022,1443,750,43,16,55.79,64.55,82.01,87.68,99.98,575.3,BATCH-0000718,W-0061,16.8
PRD-000719,2024-01-27,Afternoon,Plant-C,LINE-1,MCH-004,PROD-003,583,1601,23,14,43.68,76.8,87.99,84.41,96.2,402.44,BATCH-0000719,W-0122,8.8
PRD-000720,2024-09-16,Afternoon,Plant-A,LINE-6,MCH-022,PROD-002,1779,1465,44,38,61.85,60.49,100.0,77.93,99.2,372.59,BATCH-0000720,W-0091,44.4
PRD-000721,2024-05-12,Afternoon,Plant-C,LINE-8,MCH-022,PROD-021,1088,1400,84,45,35.12,74.04,91.05,87.13,94.43,337.12,BATCH-0000721,W-0095,16.8
PRD-000722,2024-02-20,Afternoon,Plant-C,LINE-1,MCH-028,PROD-024,1822,1704,38,46,48.61,61.96,81.83,89.81,93.28,559.05,BATCH-0000722,W-0189,3.9
PRD-000723,2024-10-24,Morning,Plant-A,LINE-8,MCH-009,PROD-004,1844,1756,98,14,48.72,62.83,86.89,85.63,94.44,538.81,BATCH-0000723,W-0095,1.3
PRD-000724,2024-11-27,Afternoon,Plant-B,LINE-6,MCH-026,PROD-008,1052,1788,64,17,28.5,80.15,92.46,95.92,95.92,464.61,BATCH-0000724,W-0025,14.0
PRD-000725,2024-05-25,Night,Plant-A,LINE-6,MCH-049,PROD-025,904,1413,18,26,41.36,81.67,89.11,79.29,98.4,524.58,BATCH-0000725,W-0098,31.6
PRD-000726,2024-11-21,Morning,Plant-B,LINE-1,MCH-006,PROD-003,1780,1197,75,7,47.47,77.92,92.62,82.46,96.93,442.33,BATCH-0000726,W-0110,27.8
PRD-000727,2024-08-26,Afternoon,Plant-C,LINE-9,MCH-019,PROD-019,1367,1298,67,44,21.09,85.77,88.07,81.38,97.11,599.37,BATCH-0000727,W-0115,30.7
PRD-000728,2024-09-25,Afternoon,Plant-B,LINE-1,MCH-037,PROD-008,1457,1396,81,16,48.92,70.74,95.52,87.95,98.2,601.24,BATCH-0000728,W-0109,12.9
PRD-000729,2024-06-17,Afternoon,Plant-A,LINE-2,MCH-023,PROD-011,1033,992,50,45,51.51,81.63,96.39,88.51,95.74,324.85,BATCH-0000729,W-0113,0.2
PRD-000730,2024-07-05,Afternoon,Plant-B,LINE-8,MCH-008,PROD-002,521,1966,17,18,50.26,79.97,89.25,99.94,95.66,553.88,BATCH-0000730,W-0068,9.1
PRD-000731,2024-01-05,Morning,Plant-C,LINE-10,MCH-046,PROD-004,897,794,66,47,53.17,74.09,100.0,92.51,96.4,654.45,BATCH-0000731,W-0150,49.5
PRD-000732,2024-11-17,Afternoon,Plant-B,LINE-3,MCH-038,PROD-009,803,1803,45,20,63.24,74.62,85.88,91.55,96.7,405.59,BATCH-0000732,W-0029,1.9
PRD-000733,2024-03-02,Night,Plant-C,LINE-10,MCH-007,PROD-009,662,498,50,2,48.42,89.4,93.77,90.21,98.11,484.43,BATCH-0000733,W-0067,23.2
PRD-000734,2024-02-09,Morning,Plant-B,LINE-5,MCH-040,PROD-022,1246,1731,72,39,33.05,73.49,80.82,85.33,98.71,568.74,BATCH-0000734,W-0151,0.0
PRD-000735,2024-04-15,Afternoon,Plant-A,LINE-3,MCH-029,PROD-009,1067,1959,34,21,42.27,78.46,92.56,92.53,98.23,573.19,BATCH-0000735,W-0142,7.4
PRD-000736,2024-08-12,Afternoon,Plant-C,LINE-10,MCH-001,PROD-022,810,1749,34,30,44.88,80.22,85.67,94.8,96.89,478.07,BATCH-0000736,W-0050,14.8
PRD-000737,2024-06-23,Afternoon,Plant-A,LINE-4,MCH-027,PROD-013,1669,1805,12,17,53.56,75.34,91.69,88.09,96.37,593.93,BATCH-0000737,W-0067,0.9
PRD-000738,2024-04-24,Afternoon,Plant-B,LINE-3,MCH-031,PROD-021,797,1777,66,49,40.82,74.59,87.86,84.24,96.82,335.88,BATCH-0000738,W-0091,13.2
PRD-000739,2024-06-21,Morning,Plant-C,LINE-2,MCH-011,PROD-015,592,1706,59,10,57.87,56.28,86.28,99.23,94.09,483.78,BATCH-0000739,W-0166,26.3
PRD-000740,2024-09-28,Afternoon,Plant-A,LINE-9,MCH-025,PROD-017,1226,708,45,21,31.33,70.15,93.0,81.95,95.95,416.43,BATCH-0000740,W-0158,15.6
PRD-000741,2024-03-25,Night,Plant-C,LINE-5,MCH-030,PROD-020,1007,1878,87,38,36.31,70.6,95.06,87.4,96.71,687.88,BATCH-0000741,W-0014,5.5
PRD-000742,2024-12-27,Night,Plant-B,LINE-6,MCH-021,PROD-025,1449,1763,84,15,31.16,81.81,83.48,98.91,100.0,337.39,BATCH-0000742,W-0192,0.7
PRD-000743,2024-03-02,Afternoon,Plant-C,LINE-5,MCH-043,PROD-024,1185,400,96,42,43.06,43.38,97.15,99.78,100.0,550.83,BATCH-0000743,W-0147,19.0
PRD-000744,2024-01-12,Afternoon,Plant-C,LINE-4,MCH-014,PROD-016,1370,1404,90,3,58.11,81.21,93.88,100.0,95.09,153.0,BATCH-0000744,W-0101,52.6
PRD-000745,2024-08-29,Morning,Plant-A,LINE-6,MCH-044,PROD-016,598,689,10,42,36.08,86.16,90.21,83.99,95.69,516.43,BATCH-0000745,W-0093,25.7
PRD-000746,2024-03-26,Afternoon,Plant-B,LINE-7,MCH-045,PROD-008,1465,1155,53,35,42.15,73.91,87.04,85.49,95.35,596.0,BATCH-0000746,W-0116,2.3
PRD-000747,2024-10-12,Night,Plant-A,LINE-5,MCH-033,PROD-019,562,450,14,2,39.63,60.5,98.92,74.84,99.66,545.42,BATCH-0000747,W-0179,32.0
PRD-000748,2024-09-27,Afternoon,Plant-A,LINE-6,MCH-044,PROD-013,1401,1370,65,37,44.5,84.61,89.56,85.5,96.48,436.82,BATCH-0000748,W-0131,43.2
PRD-000749,2024-12-12,Morning,Plant-C,LINE-4,MCH-030,PROD-023,1961,456,38,38,43.1,88.22,82.81,88.17,96.69,370.96,BATCH-0000749,W-0034,10.7
PRD-000750,2024-08-15,Afternoon,Plant-A,LINE-7,MCH-011,PROD-015,533,2049,25,17,43.28,74.84,86.12,75.82,95.43,435.91,BATCH-0000750,W-0026,27.7
PRD-000751,2024-09-24,Afternoon,Plant-C,LINE-10,MCH-039,PROD-003,857,1949,11,29,43.91,66.52,97.17,84.73,100.0,613.63,BATCH-0000751,W-0071,72.2
PRD-000752,2024-01-02,Night,Plant-C,LINE-3,MCH-046,PROD-004,1410,1250,84,10,39.41,62.29,92.7,86.42,96.13,371.06,BATCH-0000752,W-0139,1.9
PRD-000753,2024-08-29,Night,Plant-B,LINE-8,MCH-032,PROD-006,924,1828,94,47,42.74,52.39,93.86,92.38,94.42,569.12,BATCH-0000753,W-0130,10.8
PRD-000754,2024-03-11,Afternoon,Plant-A,LINE-1,MCH-017,PROD-019,1926,1249,78,20,53.23,72.11,93.97,76.8,95.56,490.86,BATCH-0000754,W-0101,33.0
PRD-000755,2024-08-27,Morning,Plant-B,LINE-3,MCH-034,PROD-003,1591,1255,62,32,43.32,69.1,94.48,88.29,97.34,556.21,BATCH-0000755,W-0088,11.7
PRD-000756,2024-11-02,Night,Plant-C,LINE-10,MCH-039,PROD-004,632,1427,93,40,37.47,79.1,87.98,87.54,94.38,516.55,BATCH-0000756,W-0013,5.8
PRD-000757,2024-01-29,Afternoon,Plant-B,LINE-10,MCH-012,PROD-022,936,967,35,8,32.2,90.26,86.15,83.51,93.51,613.41,BATCH-0000757,W-0084,5.5
PRD-000758,2024-04-26,Morning,Plant-A,LINE-8,MCH-015,PROD-003,594,999,19,23,56.67,76.8,88.28,88.25,97.58,658.09,BATCH-0000758,W-0125,13.6
PRD-000759,2024-08-27,Night,Plant-A,LINE-2,MCH-011,PROD-004,752,2094,86,47,32.03,80.6,84.67,88.27,98.53,533.99,BATCH-0000759,W-0171,17.7
PRD-000760,2024-02-27,Afternoon,Plant-C,LINE-6,MCH-018,PROD-021,1661,1639,53,23,36.0,74.71,96.92,80.0,95.31,541.68,BATCH-0000760,W-0116,3.2
PRD-000761,2024-07-31,Night,Plant-B,LINE-1,MCH-020,PROD-009,1252,1471,50,14,38.68,63.19,92.6,96.04,93.63,583.2,BATCH-0000761,W-0006,1.4
PRD-000762,2024-02-24,Night,Plant-B,LINE-7,MCH-023,PROD-017,770,1921,25,32,32.67,79.88,86.32,89.04,95.8,617.67,BATCH-0000762,W-0150,46.9
PRD-000763,2024-08-06,Night,Plant-A,LINE-6,MCH-022,PROD-015,1043,595,9,45,36.6,95.51,90.59,93.74,97.49,524.15,BATCH-0000763,W-0047,6.9
PRD-000764,2024-01-15,Night,Plant-A,LINE-8,MCH-011,PROD-016,1281,1013,34,6,38.16,78.6,94.14,88.58,96.97,305.09,BATCH-0000764,W-0091,17.3
PRD-000765,2024-10-09,Afternoon,Plant-B,LINE-2,MCH-033,PROD-002,1075,1865,5,32,59.48,82.38,87.98,99.78,99.24,463.61,BATCH-0000765,W-0120,11.6
PRD-000766,2024-12-19,Afternoon,Plant-A,LINE-6,MCH-025,PROD-020,1699,1609,6,39,41.7,76.93,92.05,94.37,98.11,539.79,BATCH-0000766,W-0015,5.7
PRD-000767,2024-09-19,Morning,Plant-A,LINE-1,MCH-034,PROD-006,866,2070,44,26,47.5,72.95,84.74,71.46,96.18,659.14,BATCH-0000767,W-0091,13.3
PRD-000768,2024-02-26,Night,Plant-B,LINE-7,MCH-040,PROD-011,1736,2086,33,16,35.56,98.1,91.84,90.52,96.8,401.69,BATCH-0000768,W-0006,3.8
PRD-000769,2024-11-11,Night,Plant-A,LINE-8,MCH-020,PROD-018,1030,1123,14,15,36.43,66.46,94.57,88.47,94.82,641.79,BATCH-0000769,W-0196,13.4
PRD-000770,2024-08-28,Morning,Plant-B,LINE-8,MCH-032,PROD-016,757,1638,71,11,42.5,74.1,89.59,89.54,97.25,517.83,BATCH-0000770,W-0085,1.8
PRD-000771,2024-03-20,Afternoon,Plant-B,LINE-7,MCH-009,PROD-015,1428,1781,76,36,42.9,87.15,87.4,81.98,99.17,481.98,BATCH-0000771,W-0014,17.5
PRD-000772,2024-03-07,Night,Plant-B,LINE-6,MCH-005,PROD-014,813,1128,91,19,41.02,79.25,85.39,100.0,93.04,536.56,BATCH-0000772,W-0112,1.5
PRD-000773,2024-04-13,Night,Plant-B,LINE-4,MCH-033,PROD-007,1507,1156,76,9,59.24,78.93,99.89,81.44,99.03,634.87,BATCH-0000773,W-0020,2.7
PRD-000774,2024-12-12,Night,Plant-B,LINE-8,MCH-029,PROD-002,592,933,98,13,48.48,85.78,88.97,81.14,96.41,491.19,BATCH-0000774,W-0048,14.3
PRD-000775,2024-11-01,Night,Plant-A,LINE-4,MCH-016,PROD-007,1416,1081,6,28,54.24,79.29,92.8,91.94,97.75,390.52,BATCH-0000775,W-0161,12.8
PRD-000776,2024-10-28,Afternoon,Plant-C,LINE-6,MCH-019,PROD-001,731,1924,43,46,35.88,71.75,89.01,79.07,96.47,507.6,BATCH-0000776,W-0057,3.5
PRD-000777,2024-11-20,Afternoon,Plant-B,LINE-3,MCH-019,PROD-005,1010,403,48,2,35.72,78.89,85.08,87.04,97.99,626.73,BATCH-0000777,W-0021,35.2
PRD-000778,2024-07-15,Afternoon,Plant-B,LINE-3,MCH-033,PROD-006,673,1608,48,1,55.6,81.62,82.87,95.94,94.52,710.31,BATCH-0000778,W-0102,6.0
PRD-000779,2024-05-08,Night,Plant-B,LINE-2,MCH-019,PROD-024,687,1739,92,16,25.16,73.22,84.88,85.02,96.01,628.41,BATCH-0000779,W-0112,23.1
PRD-000780,2024-09-03,Night,Plant-A,LINE-9,MCH-043,PROD-004,1604,518,3,16,45.67,97.74,90.46,86.14,97.6,496.53,BATCH-0000780,W-0188,0.6
PRD-000781,2024-09-08,Night,Plant-A,LINE-5,MCH-012,PROD-021,1833,1203,19,2,57.95,80.79,89.61,80.2,95.23,376.54,BATCH-0000781,W-0034,3.7
PRD-000782,2024-03-02,Morning,Plant-A,LINE-5,MCH-047,PROD-022,1008,1861,26,28,34.19,82.99,87.98,89.15,92.94,561.23,BATCH-0000782,W-0111,2.9
PRD-000783,2024-10-01,Morning,Plant-C,LINE-7,MCH-002,PROD-017,630,1651,45,22,57.69,92.98,85.56,80.79,97.6,581.7,BATCH-0000783,W-0111,8.8
PRD-000784,2024-04-11,Morning,Plant-A,LINE-6,MCH-008,PROD-003,780,2004,6,23,57.88,76.81,92.93,96.15,97.86,439.24,BATCH-0000784,W-0044,17.6
PRD-000785,2024-09-05,Morning,Plant-A,LINE-7,MCH-019,PROD-009,1055,1298,43,27,55.81,86.15,87.91,83.29,96.49,527.21,BATCH-0000785,W-0138,14.0
PRD-000786,2024-06-22,Night,Plant-C,LINE-7,MCH-048,PROD-003,1228,1228,28,28,34.15,57.43,89.72,87.54,93.65,362.36,BATCH-0000786,W-0130,2.1
PRD-000787,2024-04-26,Night,Plant-C,LINE-1,MCH-005,PROD-006,1039,1919,3,19,56.85,83.29,96.55,91.78,100.0,616.25,BATCH-0000787,W-0161,20.1
PRD-000788,2024-01-21,Night,Plant-C,LINE-6,MCH-037,PROD-003,590,1249,3,47,35.53,69.99,90.92,90.66,100.0,472.11,BATCH-0000788,W-0143,15.6
PRD-000789,2024-08-17,Morning,Plant-C,LINE-10,MCH-043,PROD-017,1116,524,99,25,42.31,76.39,86.89,92.1,94.19,545.61,BATCH-0000789,W-0162,2.8
PRD-000790,2024-08-02,Night,Plant-A,LINE-6,MCH-050,PROD-012,1223,952,99,24,46.15,58.1,85.74,98.35,96.24,528.41,BATCH-0000790,W-0157,11.9
PRD-000791,2024-10-13,Afternoon,Plant-B,LINE-6,MCH-048,PROD-013,1524,692,11,24,40.2,83.22,86.94,92.67,100.0,420.73,BATCH-0000791,W-0166,0.0
PRD-000792,2024-02-24,Afternoon,Plant-C,LINE-8,MCH-018,PROD-012,1647,1547,88,14,44.04,76.6,84.74,88.21,97.92,483.28,BATCH-0000792,W-0033,4.1
PRD-000793,2024-01-04,Night,Plant-A,LINE-5,MCH-011,PROD-022,656,603,59,46,49.38,90.17,90.93,99.47,95.02,373.7,BATCH-0000793,W-0032,4.5
PRD-000794,2024-04-03,Morning,Plant-C,LINE-5,MCH-016,PROD-001,1132,1679,53,30,53.87,77.82,87.56,88.13,97.85,373.16,BATCH-0000794,W-0177,7.7
PRD-000795,2024-05-26,Morning,Plant-A,LINE-8,MCH-004,PROD-004,1878,1885,62,40,45.05,76.14,97.16,79.14,93.39,526.94,BATCH-0000795,W-0084,36.6
PRD-000796,2024-10-07,Night,Plant-B,LINE-1,MCH-046,PROD-016,1554,895,69,49,45.66,81.73,90.85,74.49,94.05,373.15,BATCH-0000796,W-0176,37.6
PRD-000797,2024-01-08,Night,Plant-C,LINE-7,MCH-034,PROD-002,834,1497,31,9,34.32,87.39,83.83,93.67,97.23,317.36,BATCH-0000797,W-0068,14.3
PRD-000798,2024-12-10,Afternoon,Plant-C,LINE-7,MCH-027,PROD-012,1826,504,77,47,37.08,77.47,90.68,89.86,94.62,367.46,BATCH-0000798,W-0188,35.1
PRD-000799,2024-10-08,Morning,Plant-B,LINE-3,MCH-031,PROD-007,1047,1502,43,17,42.49,79.66,87.59,91.59,95.97,504.93,BATCH-0000799,W-0168,9.1
