maintenance_id,machine_id,plant,maintenance_type,component_replaced,scheduled_date,actual_date,downtime_hours,labor_hours,parts_cost_USD,labor_cost_USD,technician_id,priority,status,failure_cause,work_order_id,notes
MNT-002082,MCH-042,Plant-B,Preventive,Filter,2024-03-04,2024-05-04,0.5,2.62,554.5,87.89,TECH-021,Medium,Completed,Corrosion,WO-0002082,Unexpected failure
MNT-002083,MCH-034,Plant-B,Emergency,Pump,2024-06-27,2024-11-26,8.42,1.5,218.44,318.61,TECH-008,Low,Scheduled,Misalignment,WO-0002083,Unexpected failure
MNT-002084,MCH-007,Plant-B,Preventive,Coupling,2024-02-17,2024-12-23,5.42,10.04,36.34,159.99,TECH-026,Medium,Completed,Misalignment,WO-0002084,Routine check
MNT-002085,MCH-001,Plant-A,Corrective,Gearbox,2024-04-14,2024-02-03,17.09,0.5,90.01,135.23,TECH-005,Low,Completed,Wear,WO-0002085,Unexpected failure
MNT-002086,MCH-037,Plant-C,Predictive,Sensor,2024-05-25,2024-08-19,0.5,8.0,102.45,232.12,TECH-002,Medium,Completed,Misalignment,WO-0002086,Upgrade
MNT-002087,MCH-031,Plant-C,Preventive,Gearbox,2024-04-02,2024-01-12,3.49,2.88,349.35,361.08,TECH-028,High,Scheduled,Overload,WO-0002087,Unexpected failure
MNT-002088,MCH-004,Plant-C,Emergency,Gearbox,2024-03-27,2024-07-18,2.65,2.45,866.38,58.61,TECH-028,Low,In Progress,Lubrication,WO-0002088,Routine check
MNT-002089,MCH-033,Plant-A,Preventive,Bearing,2024-09-17,2024-10-19,2.05,5.87,430.63,368.98,TECH-010,Medium,Completed,Corrosion,WO-0002089,Routine check
MNT-002090,MCH-032,Plant-C,Corrective,Gearbox,2024-05-19,2024-06-25,1.18,1.72,10.0,399.99,TECH-020,Medium,Completed,Wear,WO-0002090,Post-incident repair
MNT-002091,MCH-002,Plant-B,Preventive,Bearing,2024-10-15,2024-07-03,0.58,5.51,549.26,750.59,TECH-030,Low,Completed,Overload,WO-0002091,Post-incident repair
MNT-002092,MCH-043,Plant-B,Preventive,Coupling,2024-12-05,2024-07-14,14.84,1.51,348.61,233.2,TECH-019,High,In Progress,Wear,WO-0002092,Unexpected failure
MNT-002093,MCH-035,Plant-A,Preventive,Coupling,2024-10-26,2024-01-11,8.16,0.5,10.0,207.81,TECH-015,High,In Progress,Lubrication,WO-0002093,Unexpected failure
MNT-002094,MCH-005,Plant-B,Preventive,Bearing,2024-04-18,2024-09-08,6.82,1.62,236.79,522.27,TECH-011,High,Completed,Corrosion,WO-0002094,Upgrade
MNT-002095,MCH-013,Plant-C,Corrective,Bearing,2024-10-25,2024-08-11,0.56,10.94,19.91,51.82,TECH-024,Medium,Completed,Corrosion,WO-0002095,Routine check
MNT-002096,MCH-045,Plant-B,Preventive,Bearing,2024-01-03,2024-08-16,14.05,2.61,672.17,121.4,TECH-027,High,Completed,Corrosion,WO-0002096,Routine check
MNT-002097,MCH-021,Plant-B,Corrective,Pump,2024-09-26,2024-08-05,1.99,3.85,47.27,708.28,TECH-009,Medium,Completed,Unknown,WO-0002097,Unexpected failure
MNT-002098,MCH-011,Plant-C,Emergency,Bearing,2024-10-19,2024-02-15,2.63,2.41,19.12,145.41,TECH-019,Critical,Completed,Misalignment,WO-0002098,Scheduled replacement
MNT-002099,MCH-019,Plant-B,Corrective,Gearbox,2024-04-02,2024-08-11,4.07,1.16,1055.29,656.44,TECH-018,Medium,In Progress,Lubrication,WO-0002099,Unexpected failure
MNT-002100,MCH-012,Plant-B,Preventive,Pump,2024-08-01,2024-05-10,1.51,2.49,831.33,1666.99,TECH-012,High,Completed,Overload,WO-0002100,Scheduled replacement
MNT-002101,MCH-006,Plant-A,Preventive,Motor,2024-02-09,2024-06-27,2.5,3.09,110.76,88.02,TECH-003,Medium,Completed,Corrosion,WO-0002101,Upgrade
MNT-002102,MCH-024,Plant-B,Predictive,Bearing,2024-05-06,2024-04-27,3.14,2.47,476.26,750.85,TECH-028,High,Completed,Wear,WO-0002102,Routine check
MNT-002103,MCH-013,Plant-A,Corrective,Shaft,2024-09-12,2024-05-17,0.69,2.38,1332.96,110.17,TECH-001,Medium,Completed,Wear,WO-0002103,Upgrade
MNT-002104,MCH-020,Plant-B,Corrective,Pump,2024-12-12,2024-07-06,1.29,2.39,121.32,626.71,TECH-005,High,In Progress,Overload,WO-0002104,Post-incident repair
MNT-002105,MCH-035,Plant-A,Predictive,Coupling,2024-02-18,2024-05-13,0.5,1.72,333.27,211.04,TECH-015,High,Cancelled,Overload,WO-0002105,Scheduled replacement
MNT-002106,MCH-026,Plant-C,Preventive,Gearbox,2024-06-17,2024-09-02,2.06,1.13,342.0,155.79,TECH-027,Medium,Completed,Lubrication,WO-0002106,Unexpected failure
MNT-002107,MCH-045,Plant-A,Corrective,Valve,2024-01-14,2024-03-21,2.57,6.96,1368.8,236.57,TECH-005,Medium,Completed,Corrosion,WO-0002107,Routine check
MNT-002108,MCH-006,Plant-A,Predictive,Valve,2024-05-25,2024-03-27,3.41,2.89,954.52,860.37,TECH-028,Medium,Completed,Lubrication,WO-0002108,Scheduled replacement
MNT-002109,MCH-013,Plant-C,Corrective,Gearbox,2024-12-14,2024-04-22,8.0,2.46,308.56,30.39,TECH-013,Low,Completed,Lubrication,WO-0002109,Upgrade
MNT-002110,MCH-009,Plant-A,Preventive,Bearing,2024-12-14,2024-10-26,0.71,2.64,639.97,173.19,TECH-030,High,Completed,Corrosion,WO-0002110,Upgrade
MNT-002111,MCH-014,Plant-C,Preventive,Motor,2024-03-03,2024-11-26,0.5,7.75,323.78,379.27,TECH-016,High,Completed,Corrosion,WO-0002111,Unexpected failure
MNT-002112,MCH-003,Plant-C,Preventive,Filter,2024-07-20,2024-09-21,0.51,2.3,102.56,84.64,TECH-017,Critical,Scheduled,Overload,WO-0002112,Post-incident repair
MNT-002113,MCH-016,Plant-C,Predictive,Filter,2024-07-10,2024-11-02,0.7,2.48,111.05,154.71,TECH-001,High,Completed,Lubrication,WO-0002113,Routine check
MNT-002114,MCH-012,Plant-C,Predictive,Belt,2024-10-29,2024-09-28,0.5,3.25,384.77,265.62,TECH-021,Medium,Completed,Corrosion,WO-0002114,Post-incident repair
MNT-002115,MCH-037,Plant-C,Corrective,Belt,2024-02-24,2024-04-10,4.95,7.4,1099.21,408.46,TECH-026,Medium,Completed,Corrosion,WO-0002115,Scheduled replacement
MNT-002116,MCH-036,Plant-B,Corrective,Belt,2024-06-14,2024-01-19,9.01,1.33,1043.72,321.59,TECH-023,Medium,Completed,Misalignment,WO-0002116,Scheduled replacement
MNT-002117,MCH-007,Plant-A,Corrective,Bearing,2024-03-19,2024-07-14,7.52,2.06,10.0,111.68,TECH-003,Low,Completed,Lubrication,WO-0002117,Unexpected failure
MNT-002118,MCH-027,Plant-B,Corrective,Gearbox,2024-01-15,2024-07-05,7.42,3.33,152.66,627.25,TECH-002,Medium,Scheduled,Wear,WO-0002118,Routine check
MNT-002119,MCH-019,Plant-C,Preventive,Motor,2024-02-11,2024-01-25,1.32,1.16,999.26,93.86,TECH-022,Low,Scheduled,Wear,WO-0002119,Post-incident repair
MNT-002120,MCH-008,Plant-C,Preventive,Valve,2024-08-23,2024-04-27,0.5,0.5,628.9,55.62,TECH-027,High,Scheduled,Misalignment,WO-0002120,Scheduled replacement
MNT-002121,MCH-048,Plant-C,Preventive,Valve,2024-12-28,2024-02-16,7.72,1.43,271.48,546.99,TECH-020,High,Completed,Unknown,WO-0002121,Post-incident repair
MNT-002122,MCH-004,Plant-B,Preventive,Sensor,2024-12-03,2024-12-28,7.19,4.17,787.36,179.61,TECH-023,High,Completed,Unknown,WO-0002122,Upgrade
MNT-002123,MCH-023,Plant-B,Corrective,Gearbox,2024-09-02,2024-03-22,0.5,4.96,68.22,182.93,TECH-014,Medium,Completed,Lubrication,WO-0002123,Upgrade
MNT-002124,MCH-034,Plant-C,Preventive,Valve,2024-08-20,2024-02-17,1.96,0.5,140.07,433.3,TECH-011,Medium,Completed,Overload,WO-0002124,Routine check
MNT-002125,MCH-013,Plant-B,Preventive,Valve,2024-11-17,2024-11-11,1.72,3.43,663.86,66.96,TECH-010,Low,Completed,Misalignment,WO-0002125,Unexpected failure
MNT-002126,MCH-025,Plant-B,Preventive,Filter,2024-05-17,2024-12-22,0.5,0.5,1608.2,84.51,TECH-009,Medium,Completed,Misalignment,WO-0002126,Upgrade
MNT-002127,MCH-048,Plant-A,Preventive,Pump,2024-10-31,2024-10-10,13.0,4.39,635.4,778.83,TECH-021,Medium,Completed,Corrosion,WO-0002127,Scheduled replacement
MNT-002128,MCH-026,Plant-B,Preventive,Bearing,2024-12-02,2024-01-26,5.98,13.69,63.02,295.54,TECH-029,Low,In Progress,Lubrication,WO-0002128,Unexpected failure
MNT-002129,MCH-002,Plant-B,Preventive,Belt,2024-01-03,2024-05-08,3.68,8.15,1313.73,2210.04,TECH-018,High,Completed,Lubrication,WO-0002129,Upgrade
MNT-002130,MCH-040,Plant-B,Corrective,Belt,2024-06-17,2024-02-10,1.82,4.98,51.34,700.85,TECH-008,Critical,Completed,Wear,WO-0002130,Post-incident repair
MNT-002131,MCH-014,Plant-A,Preventive,Pump,2024-01-23,2024-09-25,14.27,1.49,503.98,142.72,TECH-014,High,Scheduled,Misalignment,WO-0002131,Scheduled replacement
MNT-002132,MCH-012,Plant-A,Preventive,Belt,2024-12-01,2024-05-10,1.74,0.5,185.36,602.32,TECH-015,Medium,Scheduled,Corrosion,WO-0002132,Routine check
MNT-002133,MCH-026,Plant-B,Preventive,Shaft,2024-11-14,2024-08-19,3.33,1.89,460.2,104.33,TECH-007,High,Completed,Unknown,WO-0002133,Scheduled replacement
MNT-002134,MCH-028,Plant-B,Corrective,Valve,2024-08-19,2024-03-17,4.02,2.85,367.19,926.49,TECH-008,Medium,Completed,Corrosion,WO-0002134,Unexpected failure
MNT-002135,MCH-038,Plant-A,Corrective,Motor,2024-06-15,2024-05-30,0.5,6.46,490.74,301.09,TECH-004,High,Completed,Misalignment,WO-0002135,Upgrade
MNT-002136,MCH-010,Plant-C,Corrective,Pump,2024-10-18,2024-03-13,4.49,12.49,90.46,382.24,TECH-024,High,Completed,Overload,WO-0002136,Routine check
MNT-002137,MCH-012,Plant-A,Preventive,Shaft,2024-03-07,2024-08-11,0.82,2.96,586.74,903.44,TECH-005,Low,Completed,Overload,WO-0002137,Routine check
MNT-002138,MCH-009,Plant-C,Predictive,Belt,2024-04-18,2024-05-22,7.33,3.8,133.38,89.74,TECH-027,Critical,Completed,Lubrication,WO-0002138,Unexpected failure
MNT-002139,MCH-009,Plant-A,Predictive,Filter,2024-01-25,2024-04-05,1.21,7.78,953.56,719.39,TECH-023,Critical,Completed,Lubrication,WO-0002139,Scheduled replacement
MNT-002140,MCH-027,Plant-B,Corrective,Shaft,2024-11-25,2024-04-27,4.55,0.5,466.95,99.74,TECH-021,High,Completed,Lubrication,WO-0002140,Routine check
MNT-002141,MCH-048,Plant-B,Overhaul,Filter,2024-05-24,2024-07-28,0.5,0.5,170.36,60.65,TECH-001,Low,Completed,Unknown,WO-0002141,Routine check
MNT-002142,MCH-022,Plant-B,Preventive,Motor,2024-06-14,2024-06-08,3.09,6.01,85.06,121.64,TECH-016,High,Completed,Misalignment,WO-0002142,Scheduled replacement
MNT-002143,MCH-024,Plant-C,Preventive,Shaft,2024-01-29,2024-03-26,0.69,1.5,48.01,556.74,TECH-025,Medium,Completed,Overload,WO-0002143,Upgrade
MNT-002144,MCH-022,Plant-C,Preventive,Belt,2024-02-06,2024-09-23,2.29,2.11,158.6,596.81,TECH-015,Low,Scheduled,Overload,WO-0002144,Upgrade
MNT-002145,MCH-022,Plant-A,Corrective,Belt,2024-10-07,2024-02-04,4.21,2.43,322.34,677.05,TECH-022,Medium,Completed,Unknown,WO-0002145,Unexpected failure
MNT-002146,MCH-004,Plant-C,Preventive,Pump,2024-11-04,2024-04-28,0.52,8.3,312.73,94.46,TECH-014,Medium,Completed,Wear,WO-0002146,Routine check
MNT-002147,MCH-041,Plant-B,Corrective,Sensor,2024-07-14,2024-02-17,2.13,4.8,425.08,55.7,TECH-016,High,Completed,Unknown,WO-0002147,Routine check
MNT-002148,MCH-031,Plant-C,Predictive,Motor,2024-02-17,2024-11-13,16.76,1.03,10.0,525.2,TECH-007,High,Scheduled,Lubrication,WO-0002148,Routine check
MNT-002149,MCH-012,Plant-B,Preventive,Bearing,2024-07-23,2024-01-27,4.57,0.5,418.19,513.29,TECH-015,High,Completed,Misalignment,WO-0002149,Scheduled replacement
MNT-002150,MCH-035,Plant-A,Corrective,Shaft,2024-05-10,2024-10-20,1.05,0.5,449.6,61.41,TECH-008,Medium,Completed,Misalignment,WO-0002150,Upgrade
MNT-002151,MCH-001,Plant-C,Corrective,Bearing,2024-04-01,2024-12-01,2.47,0.5,85.29,361.18,TECH-024,Medium,Completed,Unknown,WO-0002151,Unexpected failure
MNT-002152,MCH-024,Plant-B,Corrective,Sensor,2024-05-02,2024-03-31,0.89,0.5,714.39,566.68,TECH-017,Low,Scheduled,Overload,WO-0002152,Post-incident repair
MNT-002153,MCH-048,Plant-B,Preventive,Sensor,2024-07-23,2024-05-27,12.7,1.8,2227.2,214.5,TECH-009,Low,Completed,Corrosion,WO-0002153,Routine check
MNT-002154,MCH-043,Plant-B,Preventive,Coupling,2024-02-15,2024-10-07,2.83,0.5,434.44,140.45,TECH-019,Medium,Completed,Corrosion,WO-0002154,Post-incident repair
MNT-002155,MCH-034,Plant-A,Corrective,Sensor,2024-01-11,2024-08-28,0.9,0.5,161.97,417.95,TECH-007,Medium,Completed,Overload,WO-0002155,Unexpected failure
MNT-002156,MCH-029,Plant-C,Corrective,Motor,2024-04-16,2024-08-04,3.1,3.57,112.77,163.56,TECH-025,High,Completed,Lubrication,WO-0002156,Routine check
MNT-002157,MCH-038,Plant-C,Corrective,Filter,2024-03-24,2024-03-26,0.5,4.59,204.67,500.45,TECH-024,Critical,Completed,Misalignment,WO-0002157,Unexpected failure
MNT-002158,MCH-007,Plant-C,Preventive,Coupling,2024-07-17,2024-04-30,0.5,3.53,12.55,475.11,TECH-020,Medium,Cancelled,Corrosion,WO-0002158,Routine check
MNT-002159,MCH-020,Plant-B,Preventive,Valve,2024-07-25,2024-01-09,0.5,6.17,60.12,109.21,TECH-023,High,Completed,Overload,WO-0002159,Post-incident repair
MNT-002160,MCH-015,Plant-A,Emergency,Coupling,2024-05-25,2024-04-10,1.72,9.21,335.06,377.77,TECH-019,Low,Completed,Corrosion,WO-0002160,Upgrade
MNT-002161,MCH-004,Plant-C,Preventive,Filter,2024-11-27,2024-11-04,9.18,6.92,21.22,116.65,TECH-009,High,Completed,Lubrication,WO-0002161,Upgrade
MNT-002162,MCH-004,Plant-C,Preventive,Shaft,2024-11-30,2024-12-30,0.5,0.61,207.57,1468.28,TECH-018,Medium,Completed,Misalignment,WO-0002162,Scheduled replacement
MNT-002163,MCH-040,Plant-A,Predictive,Bearing,2024-03-19,2024-02-09,14.7,2.96,396.6,85.43,TECH-028,High,Completed,Wear,WO-0002163,Upgrade
MNT-002164,MCH-047,Plant-A,Preventive,Shaft,2024-03-02,2024-02-04,0.5,4.57,527.92,1110.43,TECH-019,Medium,Completed,Corrosion,WO-0002164,Upgrade
MNT-002165,MCH-029,Plant-C,Corrective,Bearing,2024-06-01,2024-02-21,0.71,0.78,2187.34,396.15,TECH-027,High,Completed,Misalignment,WO-0002165,Routine check
MNT-002166,MCH-019,Plant-C,Predictive,Belt,2024-09-08,2024-05-17,0.58,0.91,127.79,543.89,TECH-014,Medium,Scheduled,Wear,WO-0002166,Upgrade
MNT-002167,MCH-028,Plant-C,Preventive,Gearbox,2024-08-09,2024-04-01,1.28,1.38,341.8,186.19,TECH-003,Medium,Completed,Lubrication,WO-0002167,Post-incident repair
MNT-002168,MCH-007,Plant-B,Emergency,Gearbox,2024-06-07,2024-09-30,13.6,1.01,357.64,385.62,TECH-019,High,Completed,Corrosion,WO-0002168,Unexpected failure
MNT-002169,MCH-036,Plant-C,Predictive,Shaft,2024-12-16,2024-03-04,0.56,11.46,333.55,87.41,TECH-020,Critical,In Progress,Wear,WO-0002169,Upgrade
MNT-002170,MCH-030,Plant-B,Predictive,Gearbox,2024-11-04,2024-08-24,14.97,3.91,1728.34,76.87,TECH-020,High,Completed,Misalignment,WO-0002170,Scheduled replacement
MNT-002171,MCH-016,Plant-A,Preventive,Belt,2024-03-08,2024-10-10,7.12,12.51,315.29,283.06,TECH-009,High,Completed,Misalignment,WO-0002171,Upgrade
MNT-002172,MCH-035,Plant-C,Emergency,Shaft,2024-07-02,2024-07-07,4.21,4.27,207.95,957.01,TECH-023,Low,Completed,Overload,WO-0002172,Routine check
MNT-002173,MCH-029,Plant-B,Predictive,Sensor,2024-12-06,2024-04-01,4.84,6.13,56.38,78.8,TECH-022,Medium,Completed,Misalignment,WO-0002173,Unexpected failure
MNT-002174,MCH-017,Plant-B,Preventive,Motor,2024-02-19,2024-03-19,1.67,0.5,804.57,609.98,TECH-008,Low,Completed,Corrosion,WO-0002174,Routine check
MNT-002175,MCH-038,Plant-B,Corrective,Bearing,2024-07-07,2024-09-30,0.5,1.33,252.37,1209.39,TECH-029,Medium,Completed,Lubrication,WO-0002175,Scheduled replacement
MNT-002176,MCH-050,Plant-B,Preventive,Coupling,2024-09-19,2024-04-05,4.54,0.5,937.26,623.42,TECH-008,Medium,Completed,Overload,WO-0002176,Routine check
MNT-002177,MCH-014,Plant-C,Corrective,Coupling,2024-04-12,2024-05-05,0.76,1.17,342.22,1243.45,TECH-016,Low,Completed,Corrosion,WO-0002177,Post-incident repair
MNT-002178,MCH-036,Plant-C,Preventive,Bearing,2024-09-07,2024-01-05,5.81,7.95,414.58,341.12,TECH-004,Critical,Completed,Wear,WO-0002178,Routine check
MNT-002179,MCH-047,Plant-B,Predictive,Belt,2024-08-16,2024-06-15,1.32,17.45,117.12,613.71,TECH-007,Medium,Completed,Unknown,WO-0002179,Unexpected failure
MNT-002180,MCH-029,Plant-A,Predictive,Bearing,2024-07-17,2024-03-28,2.41,3.81,1737.93,1098.17,TECH-027,Medium,Completed,Overload,WO-0002180,Upgrade
MNT-002181,MCH-001,Plant-B,Preventive,Motor,2024-08-31,2024-05-19,1.03,0.5,299.53,213.89,TECH-025,High,Completed,Unknown,WO-0002181,Routine check
MNT-002182,MCH-045,Plant-C,Preventive,Shaft,2024-05-17,2024-09-19,5.18,0.5,187.37,467.41,TECH-022,Critical,Completed,Unknown,WO-0002182,Post-incident repair
MNT-002183,MCH-022,Plant-B,Corrective,Belt,2024-10-15,2024-01-11,3.14,0.51,118.4,386.94,TECH-005,Medium,Completed,Lubrication,WO-0002183,Post-incident repair
MNT-002184,MCH-005,Plant-A,Corrective,Belt,2024-11-03,2024-09-13,4.54,2.21,486.71,167.16,TECH-016,Medium,Completed,Overload,WO-0002184,Routine check
MNT-002185,MCH-019,Plant-A,Emergency,Belt,2024-08-04,2024-09-15,4.71,6.04,2220.28,92.65,TECH-021,Medium,Completed,Unknown,WO-0002185,Scheduled replacement
MNT-002186,MCH-017,Plant-A,Preventive,Shaft,2024-02-16,2024-01-30,14.94,2.07,1340.46,89.07,TECH-008,Medium,Completed,Misalignment,WO-0002186,Upgrade
MNT-002187,MCH-046,Plant-C,Overhaul,Pump,2024-08-04,2024-07-20,3.01,1.05,164.01,453.5,TECH-015,Critical,Completed,Overload,WO-0002187,Post-incident repair
MNT-002188,MCH-033,Plant-A,Corrective,Belt,2024-07-07,2024-03-10,0.98,3.6,1808.08,1224.83,TECH-001,Critical,Scheduled,Wear,WO-0002188,Post-incident repair
MNT-002189,MCH-049,Plant-C,Corrective,Motor,2024-11-10,2024-03-26,0.5,0.5,509.84,861.78,TECH-030,Medium,Completed,Wear,WO-0002189,Routine check
MNT-002190,MCH-012,Plant-A,Preventive,Belt,2024-04-05,2024-01-25,8.87,2.32,295.68,92.6,TECH-027,Medium,In Progress,Wear,WO-0002190,Post-incident repair
MNT-002191,MCH-027,Plant-C,Predictive,Shaft,2024-08-10,2024-08-28,0.5,1.44,229.4,301.54,TECH-009,Critical,Completed,Misalignment,WO-0002191,Scheduled replacement
MNT-002192,MCH-018,Plant-C,Predictive,Motor,2024-11-18,2024-03-20,3.19,0.5,2079.93,210.55,TECH-018,Medium,Scheduled,Unknown,WO-0002192,Unexpected failure
MNT-002193,MCH-036,Plant-C,Predictive,Bearing,2024-08-06,2024-03-08,1.15,15.87,509.52,171.41,TECH-024,Medium,Cancelled,Lubrication,WO-0002193,Post-incident repair
MNT-002194,MCH-017,Plant-B,Preventive,Shaft,2024-02-17,2024-05-03,9.53,0.5,302.57,86.35,TECH-026,Low,Completed,Overload,WO-0002194,Scheduled replacement
MNT-002195,MCH-035,Plant-C,Preventive,Shaft,2024-01-21,2024-11-07,3.06,13.23,83.53,1191.68,TECH-006,Medium,Completed,Wear,WO-0002195,Unexpected failure
MNT-002196,MCH-038,Plant-C,Corrective,Shaft,2024-09-19,2024-07-07,2.8,0.98,482.04,121.01,TECH-007,High,Completed,Unknown,WO-0002196,Unexpected failure
MNT-002197,MCH-035,Plant-A,Preventive,Gearbox,2024-06-23,2024-10-20,2.55,0.5,463.57,214.26,TECH-009,Medium,Cancelled,Corrosion,WO-0002197,Unexpected failure
MNT-002198,MCH-045,Plant-A,Corrective,Sensor,2024-08-25,2024-05-22,5.05,3.91,148.38,132.05,TECH-010,Medium,Completed,Lubrication,WO-0002198,Upgrade
MNT-002199,MCH-039,Plant-A,Corrective,Coupling,2024-12-12,2024-08-24,0.5,3.58,87.77,245.48,TECH-027,Medium,Completed,Misalignment,WO-0002199,Unexpected failure
MNT-002200,MCH-034,Plant-C,Preventive,Shaft,2024-04-24,2024-05-05,3.57,4.64,419.14,62.85,TECH-021,High,Completed,Corrosion,WO-0002200,Scheduled replacement
MNT-002201,MCH-017,Plant-B,Predictive,Valve,2024-11-27,2024-08-20,2.14,0.71,250.53,702.37,TECH-009,Medium,Completed,Overload,WO-0002201,Post-incident repair
MNT-002202,MCH-002,Plant-B,Corrective,Motor,2024-12-17,2024-03-30,1.39,7.12,835.69,873.03,TECH-020,High,Completed,Misalignment,WO-0002202,Routine check
MNT-002203,MCH-030,Plant-A,Preventive,Belt,2024-03-20,2024-12-29,6.16,1.7,100.8,146.12,TECH-023,Low,Scheduled,Overload,WO-0002203,Routine check
MNT-002204,MCH-020,Plant-C,Preventive,Sensor,2024-09-10,2024-02-26,0.61,2.24,176.71,301.86,TECH-001,Medium,Scheduled,Unknown,WO-0002204,Unexpected failure
MNT-002205,MCH-027,Plant-C,Predictive,Sensor,2024-09-26,2024-05-07,8.96,3.22,1122.92,223.27,TECH-027,Critical,Completed,Unknown,WO-0002205,Upgrade
MNT-002206,MCH-039,Plant-C,Preventive,Belt,2024-11-18,2024-03-23,0.5,7.25,805.87,249.02,TECH-010,High,Completed,Corrosion,WO-0002206,Unexpected failure
MNT-002207,MCH-034,Plant-A,Corrective,Filter,2024-11-27,2024-11-23,2.12,0.5,10.0,118.63,TECH-005,Medium,Completed,Unknown,WO-0002207,Upgrade
MNT-002208,MCH-024,Plant-A,Preventive,Bearing,2024-09-25,2024-11-06,0.5,2.74,17.69,245.29,TECH-030,Medium,Scheduled,Corrosion,WO-0002208,Routine check
MNT-002209,MCH-033,Plant-A,Predictive,Pump,2024-02-12,2024-01-22,0.91,0.78,10.0,215.25,TECH-007,High,Completed,Misalignment,WO-0002209,Upgrade
MNT-002210,MCH-014,Plant-B,Preventive,Filter,2024-05-28,2024-02-04,0.72,9.26,549.92,401.88,TECH-013,Medium,Completed,Corrosion,WO-0002210,Scheduled replacement
MNT-002211,MCH-022,Plant-B,Preventive,Belt,2024-08-27,2024-07-12,2.59,0.5,53.58,1074.17,TECH-003,High,Completed,Lubrication,WO-0002211,Scheduled replacement
MNT-002212,MCH-007,Plant-C,Overhaul,Shaft,2024-08-11,2024-03-10,1.34,3.44,1320.01,249.64,TECH-023,Critical,Completed,Overload,WO-0002212,Post-incident repair
MNT-002213,MCH-028,Plant-B,Preventive,Coupling,2024-02-10,2024-01-01,0.5,0.5,505.36,81.66,TECH-030,Low,Completed,Wear,WO-0002213,Upgrade
MNT-002214,MCH-014,Plant-A,Corrective,Belt,2024-09-01,2024-05-27,6.88,0.5,564.95,433.19,TECH-009,Critical,Cancelled,Wear,WO-0002214,Upgrade
MNT-002215,MCH-010,Plant-B,Preventive,Filter,2024-06-02,2024-08-23,0.57,1.11,150.0,2022.42,TECH-013,Medium,Completed,Lubrication,WO-0002215,Routine check
MNT-002216,MCH-018,Plant-C,Emergency,Bearing,2024-03-17,2024-09-27,20.51,4.87,30.23,783.92,TECH-009,High,Cancelled,Corrosion,WO-0002216,Unexpected failure
MNT-002217,MCH-033,Plant-A,Corrective,Coupling,2024-03-06,2024-09-07,0.5,1.05,228.34,758.3,TECH-013,High,In Progress,Overload,WO-0002217,Upgrade
MNT-002218,MCH-047,Plant-B,Preventive,Motor,2024-12-16,2024-12-12,4.97,9.7,200.62,109.94,TECH-028,Medium,In Progress,Wear,WO-0002218,Scheduled replacement
MNT-002219,MCH-018,Plant-B,Preventive,Coupling,2024-06-02,2024-07-21,5.01,2.86,151.2,118.41,TECH-028,Medium,Completed,Misalignment,WO-0002219,Routine check
MNT-002220,MCH-022,Plant-A,Corrective,Bearing,2024-05-07,2024-10-08,1.72,6.35,422.79,127.16,TECH-019,High,Completed,Lubrication,WO-0002220,Post-incident repair
MNT-002221,MCH-011,Plant-B,Corrective,Belt,2024-09-24,2024-10-04,7.35,3.21,229.0,301.5,TECH-029,Medium,Completed,Wear,WO-0002221,Post-incident repair
MNT-002222,MCH-023,Plant-C,Overhaul,Valve,2024-08-06,2024-07-25,1.0,3.88,1052.79,994.43,TECH-001,High,Scheduled,Overload,WO-0002222,Post-incident repair
MNT-002223,MCH-050,Plant-C,Overhaul,Filter,2024-05-31,2024-09-25,5.47,1.05,532.7,417.79,TECH-030,High,Completed,Corrosion,WO-0002223,Upgrade
MNT-002224,MCH-028,Plant-B,Predictive,Gearbox,2024-10-18,2024-08-26,8.47,2.76,474.82,86.62,TECH-008,High,In Progress,Lubrication,WO-0002224,Scheduled replacement
MNT-002225,MCH-044,Plant-C,Preventive,Sensor,2024-01-25,2024-11-27,0.5,14.47,1654.13,348.7,TECH-013,High,Cancelled,Lubrication,WO-0002225,Scheduled replacement
MNT-002226,MCH-032,Plant-B,Predictive,Filter,2024-10-09,2024-09-23,2.07,1.45,825.01,87.79,TECH-029,Medium,Cancelled,Corrosion,WO-0002226,Upgrade
MNT-002227,MCH-001,Plant-A,Corrective,Gearbox,2024-02-09,2024-06-30,12.38,0.89,542.83,94.55,TECH-018,High,Completed,Lubrication,WO-0002227,Upgrade
